,apparentTemperature,humidity,precipType,wr,month,week_day,time
0,-23.27,0.83,NoPrecip,9.0,January,Tuesday,6
1,-23.27,0.83,NoPrecip,10.0,January,Tuesday,6
2,-24.22,0.83,NoPrecip,10.0,January,Tuesday,7
3,-24.22,0.83,NoPrecip,7.0,January,Tuesday,7
4,-19.47,0.85,NoPrecip,18.0,January,Tuesday,8
5,-19.62,0.84,NoPrecip,21.0,January,Tuesday,9
6,-19.62,0.84,NoPrecip,27.0,January,Tuesday,9
7,-19.62,0.84,NoPrecip,25.0,January,Tuesday,9
8,-17.83,0.84,NoPrecip,27.0,January,Tuesday,10
9,-17.83,0.84,NoPrecip,27.0,January,Tuesday,10
10,-17.39,0.75,NoPrecip,35.0,January,Tuesday,11
11,-18.87,0.77,NoPrecip,37.0,January,Tuesday,12
12,-16.83,0.78,NoPrecip,46.0,January,Tuesday,13
13,-16.83,0.78,NoPrecip,50.0,January,Tuesday,13
14,-16.83,0.78,NoPrecip,43.0,January,Tuesday,13
15,-17.14,0.84,NoPrecip,45.0,January,Tuesday,14
16,-17.14,0.84,NoPrecip,51.0,January,Tuesday,14
17,-18.22,0.78,NoPrecip,56.0,January,Tuesday,16
18,-18.22,0.78,NoPrecip,54.0,January,Tuesday,16
19,-20.83,0.78,NoPrecip,63.0,January,Tuesday,17
20,-20.83,0.78,NoPrecip,68.0,January,Tuesday,17
21,-18.55,0.74,NoPrecip,7.0,January,Wednesday,6
22,-18.55,0.74,NoPrecip,12.0,January,Wednesday,6
23,-18.99,0.76,NoPrecip,17.0,January,Wednesday,7
24,-18.99,0.76,NoPrecip,23.0,January,Wednesday,7
25,-18.07,0.72,NoPrecip,27.0,January,Wednesday,8
26,-18.07,0.72,NoPrecip,29.0,January,Wednesday,8
27,-17.62,0.72,NoPrecip,34.0,January,Wednesday,9
28,-17.62,0.72,NoPrecip,18.0,January,Wednesday,9
29,-16.07,0.71,NoPrecip,23.0,January,Wednesday,10
30,-16.07,0.71,NoPrecip,24.0,January,Wednesday,10
31,-15.87,0.7,NoPrecip,33.0,January,Wednesday,11
32,-18.08,0.73,NoPrecip,38.0,January,Wednesday,12
33,-18.08,0.73,NoPrecip,37.0,January,Wednesday,12
34,-14.82,0.75,NoPrecip,34.0,January,Wednesday,13
35,-14.93,0.76,NoPrecip,35.0,January,Wednesday,14
36,-14.93,0.76,NoPrecip,45.0,January,Wednesday,14
37,-14.46,0.8,NoPrecip,67.0,January,Wednesday,15
38,-14.46,0.8,NoPrecip,56.0,January,Wednesday,15
39,-14.64,0.82,NoPrecip,50.0,January,Wednesday,16
40,-14.64,0.82,NoPrecip,44.0,January,Wednesday,16
41,-14.05,0.8,NoPrecip,48.0,January,Wednesday,17
42,-14.05,0.8,NoPrecip,57.0,January,Wednesday,17
43,-14.05,0.8,NoPrecip,54.0,January,Wednesday,17
44,-13.51,0.78,NoPrecip,5.0,January,Thursday,6
45,-17.33,0.83,NoPrecip,9.0,January,Thursday,7
46,-17.33,0.83,NoPrecip,22.0,January,Thursday,7
47,-14.77,0.78,NoPrecip,22.0,January,Thursday,8
48,-16.15,0.72,NoPrecip,21.0,January,Thursday,9
49,-16.15,0.72,NoPrecip,18.0,January,Thursday,9
50,-16.75,0.78,NoPrecip,14.0,January,Thursday,10
51,-16.75,0.78,NoPrecip,25.0,January,Thursday,10
52,-16.75,0.78,NoPrecip,35.0,January,Thursday,10
53,-17.72,0.73,NoPrecip,38.0,January,Thursday,11
54,-18.14,0.78,NoPrecip,32.0,January,Thursday,12
55,-18.14,0.78,NoPrecip,30.0,January,Thursday,12
56,-18.14,0.78,NoPrecip,32.0,January,Thursday,12
57,-18.11,0.71,NoPrecip,44.0,January,Thursday,13
58,-19.3,0.76,NoPrecip,40.0,January,Thursday,15
59,-19.3,0.76,NoPrecip,69.0,January,Thursday,15
60,-19.32,0.74,NoPrecip,72.0,January,Thursday,16
61,-19.32,0.74,NoPrecip,80.0,January,Thursday,16
62,-21.35,0.79,NoPrecip,79.0,January,Thursday,17
63,-21.35,0.79,NoPrecip,82.0,January,Thursday,17
64,-27.09,0.77,NoPrecip,7.0,January,Friday,6
65,-26.62,0.74,NoPrecip,10.0,January,Friday,7
66,-26.62,0.74,NoPrecip,15.0,January,Friday,7
67,-27.09,0.85,NoPrecip,14.0,January,Friday,8
68,-27.09,0.85,NoPrecip,15.0,January,Friday,8
69,-25.23,0.8,NoPrecip,15.0,January,Friday,9
70,-25.23,0.8,NoPrecip,18.0,January,Friday,9
71,-25.23,0.8,NoPrecip,29.0,January,Friday,9
72,-26.46,0.82,NoPrecip,28.0,January,Friday,10
73,-26.46,0.82,NoPrecip,49.0,January,Friday,10
74,-17.98,0.8,NoPrecip,49.0,January,Friday,11
75,-21.28,0.78,NoPrecip,56.0,January,Friday,12
76,-21.28,0.78,NoPrecip,55.0,January,Friday,12
77,-21.89,0.73,NoPrecip,64.0,January,Friday,13
78,-22.99,0.63,NoPrecip,79.0,January,Friday,14
79,-22.99,0.63,NoPrecip,82.0,January,Friday,14
80,-22.99,0.63,NoPrecip,86.0,January,Friday,14
81,-15.04,0.78,NoPrecip,87.0,January,Friday,15
82,-15.04,0.78,NoPrecip,57.0,January,Friday,15
83,-21.23,0.71,NoPrecip,56.0,January,Friday,16
84,-19.95,0.81,NoPrecip,19.0,January,Saturday,9
85,-18.62,0.81,NoPrecip,33.0,January,Saturday,10
86,-18.62,0.81,NoPrecip,34.0,January,Saturday,10
87,-18.62,0.81,NoPrecip,42.0,January,Saturday,10
88,-17.69,0.81,NoPrecip,36.0,January,Saturday,11
89,-16.45,0.77,NoPrecip,46.0,January,Saturday,12
90,-16.45,0.77,NoPrecip,45.0,January,Saturday,12
91,-16.21,0.78,NoPrecip,52.0,January,Saturday,13
92,-16.21,0.78,NoPrecip,62.0,January,Saturday,13
93,-15.39,0.75,NoPrecip,54.0,January,Saturday,14
94,-15.39,0.75,NoPrecip,64.0,January,Saturday,14
95,-14.53,0.75,NoPrecip,70.0,January,Saturday,15
96,-21.23,0.65,NoPrecip,59.0,January,Saturday,16
97,-19.07,0.79,NoPrecip,26.0,January,Sunday,9
98,-17.36,0.81,NoPrecip,38.0,January,Sunday,10
99,-17.36,0.81,NoPrecip,45.0,January,Sunday,10
100,-16.86,0.78,NoPrecip,52.0,January,Sunday,11
101,-16.86,0.78,NoPrecip,67.0,January,Sunday,11
102,-16.95,0.79,NoPrecip,64.0,January,Sunday,12
103,-16.95,0.79,NoPrecip,69.0,January,Sunday,12
104,-16.41,0.75,NoPrecip,64.0,January,Sunday,13
105,-16.09,0.77,NoPrecip,55.0,January,Sunday,14
106,-16.09,0.77,NoPrecip,53.0,January,Sunday,14
107,-16.09,0.77,NoPrecip,55.0,January,Sunday,14
108,-14.24,0.79,NoPrecip,66.0,January,Sunday,16
109,-14.24,0.79,NoPrecip,75.0,January,Sunday,16
110,-13.3,0.83,NoPrecip,81.0,January,Sunday,17
111,-13.3,0.83,NoPrecip,92.0,January,Sunday,17
112,-10.96,0.69,NoPrecip,110.0,January,Sunday,18
113,-11.89,0.71,NoPrecip,59.0,January,Sunday,20
114,-10.87,0.71,NoPrecip,48.0,January,Sunday,21
115,-10.87,0.71,NoPrecip,43.0,January,Sunday,21
116,-9.59,0.7,NoPrecip,42.0,January,Sunday,22
117,-9.59,0.7,NoPrecip,44.0,January,Sunday,22
118,-5.57,0.93,NoPrecip,28.0,January,Monday,6
119,-4.14,0.91,NoPrecip,45.0,January,Monday,7
120,-4.14,0.91,NoPrecip,51.0,January,Monday,7
121,-4.43,0.93,NoPrecip,58.0,January,Monday,8
122,-4.43,0.93,NoPrecip,62.0,January,Monday,8
123,-4.43,0.93,NoPrecip,58.0,January,Monday,8
124,-2.52,0.93,NoPrecip,68.0,January,Monday,9
125,-1.64,0.93,NoPrecip,106.0,January,Monday,10
126,-1.64,0.93,NoPrecip,121.0,January,Monday,10
127,-2.23,0.93,NoPrecip,127.0,January,Monday,11
128,-2.23,0.93,NoPrecip,138.0,January,Monday,11
129,-5.17,0.9,NoPrecip,140.0,January,Monday,12
130,-5.17,0.9,NoPrecip,129.0,January,Monday,12
131,-2.06,0.86,NoPrecip,122.0,January,Monday,13
132,-4.03,0.86,NoPrecip,136.0,January,Monday,14
133,-4.03,0.86,NoPrecip,118.0,January,Monday,14
134,-1.86,0.9,NoPrecip,140.0,January,Monday,16
135,-1.41,0.87,NoPrecip,142.0,January,Monday,17
136,-1.41,0.87,NoPrecip,145.0,January,Monday,17
137,-2.48,0.9,NoPrecip,147.0,January,Monday,18
138,-2.48,0.9,NoPrecip,142.0,January,Monday,18
139,-4.94,0.9,NoPrecip,102.0,January,Monday,20
140,-7.69,0.93,NoPrecip,16.0,January,Tuesday,6
141,-7.69,0.93,NoPrecip,44.0,January,Tuesday,6
142,-5.19,0.92,NoPrecip,50.0,January,Tuesday,7
143,-4.98,0.93,NoPrecip,54.0,January,Tuesday,8
144,-4.98,0.93,NoPrecip,60.0,January,Tuesday,8
145,-4.98,0.93,NoPrecip,82.0,January,Tuesday,8
146,-4.98,0.89,NoPrecip,83.0,January,Tuesday,9
147,-3.97,0.88,NoPrecip,92.0,January,Tuesday,10
148,-3.97,0.88,NoPrecip,112.0,January,Tuesday,10
149,-3.97,0.88,NoPrecip,120.0,January,Tuesday,10
150,-2.51,0.71,NoPrecip,124.0,January,Tuesday,11
151,-4.07,0.78,NoPrecip,137.0,January,Tuesday,12
152,-5.41,0.74,snow,134.0,January,Tuesday,13
153,-5.41,0.74,snow,129.0,January,Tuesday,13
154,-2.94,0.64,NoPrecip,113.0,January,Tuesday,14
155,-2.94,0.64,NoPrecip,112.0,January,Tuesday,14
156,-0.82,0.69,NoPrecip,120.0,January,Tuesday,15
157,-0.82,0.69,NoPrecip,131.0,January,Tuesday,15
158,-1.42,0.7,NoPrecip,139.0,January,Tuesday,16
159,-2.97,0.75,NoPrecip,165.0,January,Tuesday,17
160,-2.97,0.75,NoPrecip,174.0,January,Tuesday,17
161,-2.97,0.75,NoPrecip,156.0,January,Tuesday,17
162,-5.98,0.88,NoPrecip,117.0,January,Tuesday,18
163,-6.2,0.8,NoPrecip,133.0,January,Tuesday,19
164,-6.2,0.8,NoPrecip,111.0,January,Tuesday,19
165,-8.97,0.92,NoPrecip,109.0,January,Tuesday,20
166,-8.97,0.92,NoPrecip,104.0,January,Tuesday,20
167,-8.36,0.86,NoPrecip,101.0,January,Tuesday,21
168,-8.36,0.86,NoPrecip,98.0,January,Tuesday,21
169,-9.14,0.85,NoPrecip,73.0,January,Tuesday,22
170,-9.14,0.85,NoPrecip,67.0,January,Tuesday,22
171,-8.97,0.92,NoPrecip,27.0,January,Wednesday,6
172,-7.59,0.83,NoPrecip,48.0,January,Wednesday,7
173,-7.31,0.91,NoPrecip,65.0,January,Wednesday,8
174,-7.31,0.91,NoPrecip,65.0,January,Wednesday,8
175,-5.98,0.93,NoPrecip,76.0,January,Wednesday,9
176,-5.98,0.93,NoPrecip,70.0,January,Wednesday,9
177,-4.98,0.93,NoPrecip,100.0,January,Wednesday,10
178,-4.98,0.93,NoPrecip,112.0,January,Wednesday,10
179,-4.98,0.93,NoPrecip,115.0,January,Wednesday,10
180,-5.87,0.93,NoPrecip,101.0,January,Wednesday,11
181,-3.49,0.74,NoPrecip,128.0,January,Wednesday,12
182,-3.49,0.74,NoPrecip,134.0,January,Wednesday,12
183,-3.49,0.74,NoPrecip,144.0,January,Wednesday,12
184,-3.05,0.93,NoPrecip,161.0,January,Wednesday,13
185,-3.05,0.93,NoPrecip,121.0,January,Wednesday,13
186,-1.43,0.95,NoPrecip,127.0,January,Wednesday,14
187,-1.43,0.95,NoPrecip,134.0,January,Wednesday,14
188,1.0,0.96,NoPrecip,124.0,January,Wednesday,15
189,1.0,0.96,NoPrecip,142.0,January,Wednesday,15
190,0.16,1.0,NoPrecip,161.0,January,Wednesday,16
191,1.43,0.95,NoPrecip,170.0,January,Wednesday,17
192,1.43,0.95,NoPrecip,215.0,January,Wednesday,17
193,1.43,0.95,NoPrecip,170.0,January,Wednesday,17
194,1.32,0.97,NoPrecip,153.0,January,Wednesday,18
195,1.32,0.97,NoPrecip,140.0,January,Wednesday,18
196,2.25,0.94,NoPrecip,45.0,January,Wednesday,19
197,3.61,0.93,NoPrecip,118.0,January,Wednesday,20
198,3.12,0.9,NoPrecip,131.0,January,Wednesday,21
199,5.47,0.81,NoPrecip,17.0,January,Thursday,6
200,5.14,0.86,NoPrecip,31.0,January,Thursday,7
201,5.14,0.86,NoPrecip,51.0,January,Thursday,7
202,5.32,0.87,NoPrecip,49.0,January,Thursday,8
203,5.32,0.87,NoPrecip,72.0,January,Thursday,8
204,5.12,0.87,NoPrecip,67.0,January,Thursday,9
205,5.12,0.87,NoPrecip,78.0,January,Thursday,9
206,5.12,0.87,NoPrecip,92.0,January,Thursday,9
207,6.23,0.81,NoPrecip,112.0,January,Thursday,10
208,6.23,0.81,NoPrecip,149.0,January,Thursday,10
209,7.51,0.81,NoPrecip,143.0,January,Thursday,11
210,7.51,0.81,NoPrecip,157.0,January,Thursday,11
211,7.53,0.81,NoPrecip,129.0,January,Thursday,12
212,7.53,0.81,NoPrecip,131.0,January,Thursday,12
213,7.76,0.87,NoPrecip,135.0,January,Thursday,13
214,7.76,0.87,NoPrecip,127.0,January,Thursday,13
215,8.32,0.81,NoPrecip,133.0,January,Thursday,14
216,8.32,0.81,NoPrecip,149.0,January,Thursday,14
217,6.39,0.87,NoPrecip,153.0,January,Thursday,15
218,6.39,0.87,NoPrecip,156.0,January,Thursday,15
219,7.42,0.93,NoPrecip,160.0,January,Thursday,16
220,8.03,0.96,rain,128.0,January,Thursday,18
221,8.03,0.96,rain,107.0,January,Thursday,18
222,8.11,1.0,rain,89.0,January,Thursday,19
223,10.01,0.93,rain,125.0,January,Thursday,20
224,10.01,0.96,rain,111.0,January,Thursday,21
225,9.02,1.0,rain,23.0,January,Friday,6
226,0.59,1.0,rain,30.0,January,Friday,7
227,0.59,1.0,rain,46.0,January,Friday,7
228,-4.03,1.0,rain,49.0,January,Friday,8
229,-4.03,1.0,rain,53.0,January,Friday,8
230,-3.85,0.93,rain,67.0,January,Friday,9
231,-3.85,0.93,rain,53.0,January,Friday,9
232,-4.13,0.86,sleet,66.0,January,Friday,10
233,-5.78,0.91,NoPrecip,104.0,January,Friday,11
234,-5.78,0.91,NoPrecip,125.0,January,Friday,11
235,-7.27,0.88,NoPrecip,96.0,January,Friday,12
236,-8.9,0.86,NoPrecip,134.0,January,Friday,13
237,-9.98,0.86,NoPrecip,149.0,January,Friday,14
238,-9.98,0.86,NoPrecip,148.0,January,Friday,14
239,-11.4,0.86,NoPrecip,139.0,January,Friday,15
240,-12.49,0.9,NoPrecip,151.0,January,Friday,16
241,-12.97,0.88,NoPrecip,161.0,January,Friday,17
242,-12.97,0.88,NoPrecip,196.0,January,Friday,17
243,-14.33,0.89,NoPrecip,176.0,January,Friday,18
244,-15.6,0.82,NoPrecip,112.0,January,Friday,19
245,-19.83,0.73,NoPrecip,38.0,January,Saturday,9
246,-19.16,0.61,NoPrecip,81.0,January,Saturday,10
247,-19.16,0.61,NoPrecip,75.0,January,Saturday,10
248,-18.89,0.72,NoPrecip,84.0,January,Saturday,11
249,-18.86,0.72,NoPrecip,90.0,January,Saturday,12
250,-18.86,0.72,NoPrecip,97.0,January,Saturday,12
251,-17.2,0.68,NoPrecip,106.0,January,Saturday,13
252,-17.2,0.68,NoPrecip,101.0,January,Saturday,13
253,-17.2,0.68,NoPrecip,114.0,January,Saturday,13
254,-18.28,0.69,NoPrecip,104.0,January,Saturday,14
255,-18.28,0.69,NoPrecip,88.0,January,Saturday,14
256,-17.27,0.69,NoPrecip,103.0,January,Saturday,15
257,-17.05,0.68,NoPrecip,119.0,January,Saturday,16
258,-17.05,0.68,NoPrecip,125.0,January,Saturday,16
259,-17.39,0.72,NoPrecip,149.0,January,Saturday,17
260,-17.39,0.72,NoPrecip,96.0,January,Saturday,17
261,-17.36,0.72,NoPrecip,42.0,January,Sunday,9
262,-17.36,0.72,NoPrecip,63.0,January,Sunday,9
263,-14.02,0.75,NoPrecip,62.0,January,Sunday,10
264,-14.99,0.57,NoPrecip,66.0,January,Sunday,11
265,-14.99,0.57,NoPrecip,76.0,January,Sunday,11
266,-12.25,0.52,NoPrecip,81.0,January,Sunday,12
267,-12.25,0.52,NoPrecip,78.0,January,Sunday,12
268,-13.86,0.45,NoPrecip,84.0,January,Sunday,13
269,-13.86,0.45,NoPrecip,100.0,January,Sunday,13
270,-10.71,0.56,NoPrecip,107.0,January,Sunday,14
271,-10.71,0.56,NoPrecip,110.0,January,Sunday,14
272,-10.77,0.57,NoPrecip,120.0,January,Sunday,15
273,-10.77,0.57,NoPrecip,122.0,January,Sunday,15
274,-10.77,0.57,NoPrecip,119.0,January,Sunday,15
275,-12.17,0.67,NoPrecip,146.0,January,Sunday,16
276,-12.68,0.65,NoPrecip,71.0,January,Sunday,17
277,-12.68,0.65,NoPrecip,69.0,January,Sunday,17
278,-14.22,0.73,NoPrecip,80.0,January,Sunday,18
279,-11.98,0.78,NoPrecip,93.0,January,Sunday,19
280,-13.0,0.79,NoPrecip,63.0,January,Sunday,21
281,-16.1,0.77,NoPrecip,58.0,January,Sunday,22
282,-14.85,0.72,NoPrecip,59.0,January,Monday,7
283,-14.85,0.72,NoPrecip,61.0,January,Monday,7
284,-15.66,0.78,NoPrecip,77.0,January,Monday,8
285,-15.66,0.78,NoPrecip,81.0,January,Monday,8
286,-16.35,0.72,NoPrecip,67.0,January,Monday,9
287,-16.35,0.72,NoPrecip,84.0,January,Monday,9
288,-16.35,0.72,NoPrecip,95.0,January,Monday,9
289,-15.11,0.72,NoPrecip,110.0,January,Monday,11
290,-15.11,0.72,NoPrecip,156.0,January,Monday,11
291,-14.37,0.72,NoPrecip,152.0,January,Monday,12
292,-14.37,0.72,NoPrecip,143.0,January,Monday,12
293,-13.66,0.79,NoPrecip,175.0,January,Monday,13
294,-12.17,0.79,NoPrecip,172.0,January,Monday,14
295,-12.17,0.79,NoPrecip,159.0,January,Monday,14
296,-11.48,0.85,NoPrecip,168.0,January,Monday,16
297,-11.48,0.85,NoPrecip,173.0,January,Monday,16
298,-11.48,0.85,NoPrecip,194.0,January,Monday,16
299,-10.96,0.85,NoPrecip,181.0,January,Monday,17
300,-11.83,0.85,NoPrecip,188.0,January,Monday,18
301,-11.83,0.85,NoPrecip,196.0,January,Monday,18
302,-12.09,0.85,NoPrecip,187.0,January,Monday,19
303,-12.09,0.85,NoPrecip,168.0,January,Monday,19
304,-11.75,0.85,NoPrecip,158.0,January,Monday,20
305,-11.75,0.85,NoPrecip,147.0,January,Monday,20
306,-11.6,0.89,NoPrecip,159.0,January,Monday,21
307,-7.98,0.93,NoPrecip,47.0,January,Tuesday,6
308,-6.98,0.86,NoPrecip,71.0,January,Tuesday,7
309,-6.98,0.86,NoPrecip,81.0,January,Tuesday,7
310,-6.98,0.92,NoPrecip,97.0,January,Tuesday,8
311,-6.98,0.86,NoPrecip,103.0,January,Tuesday,9
312,-7.98,0.89,NoPrecip,110.0,January,Tuesday,10
313,-7.98,0.89,NoPrecip,121.0,January,Tuesday,10
314,-10.77,0.72,NoPrecip,118.0,January,Tuesday,11
315,-10.77,0.72,NoPrecip,106.0,January,Tuesday,11
316,-7.98,0.73,NoPrecip,117.0,January,Tuesday,12
317,-7.98,0.73,NoPrecip,174.0,January,Tuesday,12
318,-6.85,0.74,NoPrecip,155.0,January,Tuesday,13
319,-6.85,0.74,NoPrecip,111.0,January,Tuesday,13
320,-6.85,0.73,NoPrecip,114.0,January,Tuesday,14
321,-6.85,0.73,NoPrecip,127.0,January,Tuesday,14
322,-12.61,0.73,NoPrecip,104.0,January,Tuesday,15
323,-8.26,0.74,NoPrecip,146.0,January,Tuesday,16
324,-8.97,0.8,NoPrecip,170.0,January,Tuesday,17
325,-9.99,0.85,NoPrecip,143.0,January,Tuesday,19
326,-9.99,0.85,NoPrecip,141.0,January,Tuesday,19
327,-14.0,0.93,NoPrecip,33.0,January,Wednesday,6
328,-14.0,0.93,NoPrecip,53.0,January,Wednesday,6
329,-14.0,0.85,NoPrecip,81.0,January,Wednesday,7
330,-14.97,0.84,NoPrecip,80.0,January,Wednesday,8
331,-14.97,0.84,NoPrecip,82.0,January,Wednesday,8
332,-14.97,0.84,NoPrecip,77.0,January,Wednesday,8
333,-14.0,0.87,NoPrecip,62.0,January,Wednesday,9
334,-16.37,0.89,NoPrecip,107.0,January,Wednesday,10
335,-16.37,0.89,NoPrecip,117.0,January,Wednesday,10
336,-14.99,0.79,NoPrecip,124.0,January,Wednesday,11
337,-14.99,0.79,NoPrecip,105.0,January,Wednesday,11
338,-13.58,0.77,NoPrecip,141.0,January,Wednesday,12
339,-13.58,0.77,NoPrecip,163.0,January,Wednesday,12
340,-11.98,0.67,NoPrecip,154.0,January,Wednesday,13
341,-11.88,0.67,NoPrecip,124.0,January,Wednesday,14
342,-11.88,0.67,NoPrecip,112.0,January,Wednesday,14
343,-11.88,0.67,NoPrecip,137.0,January,Wednesday,14
344,-10.99,0.67,NoPrecip,124.0,January,Wednesday,15
345,-10.99,0.67,NoPrecip,128.0,January,Wednesday,15
346,-10.69,0.62,NoPrecip,139.0,January,Wednesday,16
347,-11.29,0.67,NoPrecip,192.0,January,Wednesday,17
348,-11.29,0.67,NoPrecip,197.0,January,Wednesday,17
349,-11.29,0.67,NoPrecip,168.0,January,Wednesday,17
350,-13.41,0.79,NoPrecip,168.0,January,Wednesday,18
351,-13.21,0.81,NoPrecip,79.0,January,Wednesday,19
352,-13.21,0.81,NoPrecip,116.0,January,Wednesday,19
353,-13.21,0.81,NoPrecip,126.0,January,Wednesday,19
354,-13.82,0.82,NoPrecip,128.0,January,Wednesday,21
355,-14.79,0.82,NoPrecip,123.0,January,Wednesday,22
356,-14.79,0.82,NoPrecip,102.0,January,Wednesday,22
357,-14.6,0.72,NoPrecip,30.0,January,Thursday,7
358,-14.6,0.72,NoPrecip,74.0,January,Thursday,7
359,-14.6,0.72,NoPrecip,67.0,January,Thursday,7
360,-14.45,0.79,NoPrecip,57.0,January,Thursday,8
361,-14.61,0.79,NoPrecip,74.0,January,Thursday,9
362,-14.61,0.79,NoPrecip,62.0,January,Thursday,9
363,-14.61,0.79,NoPrecip,90.0,January,Thursday,9
364,-13.53,0.8,NoPrecip,94.0,January,Thursday,10
365,-13.53,0.8,NoPrecip,80.0,January,Thursday,10
366,-12.5,0.73,NoPrecip,83.0,January,Thursday,11
367,-11.21,0.73,NoPrecip,120.0,January,Thursday,12
368,-11.21,0.73,NoPrecip,147.0,January,Thursday,12
369,-11.21,0.73,NoPrecip,136.0,January,Thursday,12
370,-9.55,0.73,NoPrecip,151.0,January,Thursday,13
371,-9.55,0.73,NoPrecip,144.0,January,Thursday,13
372,-10.12,0.76,NoPrecip,149.0,January,Thursday,14
373,-10.12,0.76,NoPrecip,160.0,January,Thursday,14
374,-10.44,0.73,NoPrecip,109.0,January,Thursday,15
375,-10.44,0.73,NoPrecip,167.0,January,Thursday,15
376,-9.72,0.77,NoPrecip,179.0,January,Thursday,16
377,-9.48,0.77,NoPrecip,162.0,January,Thursday,17
378,-9.82,0.79,NoPrecip,152.0,January,Thursday,18
379,-9.82,0.79,NoPrecip,114.0,January,Thursday,18
380,-9.86,0.8,NoPrecip,101.0,January,Thursday,19
381,-9.86,0.8,NoPrecip,91.0,January,Thursday,19
382,-9.45,0.73,NoPrecip,93.0,January,Thursday,21
383,-10.52,0.82,NoPrecip,22.0,January,Friday,6
384,-9.57,0.79,NoPrecip,63.0,January,Friday,7
385,-9.48,0.79,NoPrecip,58.0,January,Friday,8
386,-9.48,0.79,NoPrecip,59.0,January,Friday,8
387,-9.04,0.76,NoPrecip,61.0,January,Friday,9
388,-9.04,0.76,NoPrecip,71.0,January,Friday,9
389,-7.26,0.68,NoPrecip,74.0,January,Friday,10
390,-7.26,0.68,NoPrecip,84.0,January,Friday,10
391,-7.26,0.68,NoPrecip,86.0,January,Friday,10
392,-6.92,0.7,NoPrecip,93.0,January,Friday,11
393,-5.35,0.62,NoPrecip,111.0,January,Friday,12
394,-5.35,0.62,NoPrecip,112.0,January,Friday,12
395,-4.87,0.64,NoPrecip,139.0,January,Friday,13
396,-3.05,0.6,NoPrecip,122.0,January,Friday,14
397,-3.05,0.6,NoPrecip,136.0,January,Friday,14
398,-3.26,0.69,NoPrecip,143.0,January,Friday,15
399,-3.26,0.69,NoPrecip,152.0,January,Friday,15
400,-3.95,0.66,NoPrecip,170.0,January,Friday,16
401,-3.95,0.66,NoPrecip,173.0,January,Friday,16
402,-4.0,0.72,NoPrecip,170.0,January,Friday,17
403,-4.0,0.72,NoPrecip,167.0,January,Friday,17
404,-5.09,0.74,NoPrecip,149.0,January,Friday,18
405,-5.09,0.74,NoPrecip,127.0,January,Friday,18
406,-5.23,0.72,NoPrecip,99.0,January,Friday,19
407,-2.36,0.78,NoPrecip,52.0,January,Saturday,9
408,-1.47,0.74,NoPrecip,54.0,January,Saturday,10
409,-1.47,0.74,NoPrecip,66.0,January,Saturday,10
410,-0.13,0.69,NoPrecip,71.0,January,Saturday,11
411,-0.13,0.69,NoPrecip,71.0,January,Saturday,11
412,1.25,0.65,NoPrecip,51.0,January,Saturday,12
413,1.25,0.65,NoPrecip,59.0,January,Saturday,12
414,0.95,0.7,NoPrecip,85.0,January,Saturday,13
415,0.95,0.7,NoPrecip,115.0,January,Saturday,13
416,0.9,0.7,rain,116.0,January,Saturday,14
417,0.9,0.7,rain,119.0,January,Saturday,14
418,0.9,0.7,rain,112.0,January,Saturday,14
419,1.7,0.67,NoPrecip,121.0,January,Saturday,15
420,1.32,0.7,NoPrecip,120.0,January,Saturday,16
421,0.66,0.75,NoPrecip,123.0,January,Saturday,17
422,0.66,0.75,NoPrecip,130.0,January,Saturday,17
423,1.0,0.8,NoPrecip,121.0,January,Saturday,18
424,-3.97,1.0,NoPrecip,43.0,January,Sunday,9
425,-1.0,0.93,NoPrecip,51.0,January,Sunday,10
426,-1.0,0.93,NoPrecip,52.0,January,Sunday,10
427,1.0,0.93,NoPrecip,58.0,January,Sunday,11
428,2.01,0.93,NoPrecip,47.0,January,Sunday,12
429,2.01,0.93,NoPrecip,62.0,January,Sunday,12
430,2.01,0.93,NoPrecip,53.0,January,Sunday,12
431,2.01,0.93,NoPrecip,58.0,January,Sunday,12
432,2.01,0.93,NoPrecip,64.0,January,Sunday,13
433,1.9,0.94,NoPrecip,79.0,January,Sunday,16
434,1.9,0.94,NoPrecip,81.0,January,Sunday,16
435,1.9,0.94,NoPrecip,79.0,January,Sunday,16
436,1.64,0.95,NoPrecip,77.0,January,Sunday,17
437,1.47,0.95,NoPrecip,81.0,January,Sunday,18
438,1.47,0.95,NoPrecip,85.0,January,Sunday,18
439,1.53,0.96,NoPrecip,80.0,January,Sunday,19
440,1.53,0.96,NoPrecip,69.0,January,Sunday,19
441,1.64,0.95,NoPrecip,53.0,January,Monday,6
442,2.01,0.93,NoPrecip,82.0,January,Monday,7
443,2.01,0.93,NoPrecip,104.0,January,Monday,7
444,2.01,0.93,NoPrecip,73.0,January,Monday,8
445,2.01,0.93,NoPrecip,73.0,January,Monday,8
446,0.58,1.0,NoPrecip,77.0,January,Monday,9
447,0.4,1.0,rain,121.0,January,Monday,10
448,0.4,1.0,rain,131.0,January,Monday,10
449,0.52,0.96,NoPrecip,126.0,January,Monday,11
450,1.27,0.93,NoPrecip,138.0,January,Monday,12
451,1.27,0.93,NoPrecip,159.0,January,Monday,12
452,1.86,1.0,NoPrecip,156.0,January,Monday,13
453,2.74,0.95,NoPrecip,165.0,January,Monday,14
