,apparentTemperature,humidity,precipType,wr,month,week_day,time
951,-11.26,0.76,NoPrecip,134.0,February,Monday,20
952,-14.0,0.72,NoPrecip,138.0,February,Monday,21
953,-14.0,0.72,NoPrecip,145.0,February,Monday,21
954,-14.97,0.84,NoPrecip,117.0,February,Monday,22
955,-16.63,0.83,NoPrecip,58.0,February,Tuesday,7
956,-16.27,0.82,NoPrecip,64.0,February,Tuesday,8
957,-16.27,0.82,NoPrecip,60.0,February,Tuesday,8
958,-13.92,0.79,NoPrecip,74.0,February,Tuesday,9
959,-8.93,0.82,NoPrecip,88.0,February,Tuesday,10
960,-8.93,0.82,NoPrecip,89.0,February,Tuesday,10
961,-8.93,0.82,NoPrecip,79.0,February,Tuesday,10
962,-10.56,0.62,NoPrecip,115.0,February,Tuesday,12
963,-10.56,0.62,NoPrecip,120.0,February,Tuesday,12
964,-10.56,0.62,NoPrecip,117.0,February,Tuesday,12
965,-10.05,0.63,NoPrecip,112.0,February,Tuesday,13
966,-10.05,0.63,NoPrecip,114.0,February,Tuesday,13
967,-5.55,0.66,NoPrecip,118.0,February,Tuesday,14
968,-7.21,0.63,NoPrecip,117.0,February,Tuesday,16
969,-7.21,0.63,NoPrecip,106.0,February,Tuesday,16
970,-7.21,0.63,NoPrecip,118.0,February,Tuesday,16
971,-5.99,0.71,NoPrecip,117.0,February,Tuesday,17
972,-6.04,0.69,NoPrecip,109.0,February,Tuesday,18
973,-6.04,0.69,NoPrecip,98.0,February,Tuesday,18
974,-6.71,0.71,NoPrecip,109.0,February,Tuesday,19
975,-8.23,0.72,NoPrecip,100.0,February,Tuesday,20
976,-8.23,0.72,NoPrecip,103.0,February,Tuesday,20
977,-8.38,0.77,NoPrecip,132.0,February,Tuesday,21
978,-8.38,0.77,NoPrecip,126.0,February,Tuesday,21
979,-5.02,0.73,NoPrecip,95.0,February,Tuesday,22
980,-5.02,0.73,NoPrecip,97.0,February,Tuesday,22
981,-5.84,0.93,NoPrecip,15.0,February,Wednesday,6
982,-2.97,0.86,NoPrecip,39.0,February,Wednesday,7
983,-2.97,0.86,NoPrecip,53.0,February,Wednesday,7
984,-5.65,0.93,NoPrecip,60.0,February,Wednesday,8
985,-3.87,0.8,NoPrecip,68.0,February,Wednesday,9
986,-3.87,0.8,NoPrecip,73.0,February,Wednesday,9
987,-2.97,0.8,NoPrecip,87.0,February,Wednesday,10
988,-2.97,0.8,NoPrecip,89.0,February,Wednesday,10
989,-2.26,0.75,NoPrecip,94.0,February,Wednesday,11
990,-2.26,0.75,NoPrecip,85.0,February,Wednesday,11
991,-0.76,0.77,NoPrecip,94.0,February,Wednesday,12
992,-0.76,0.77,NoPrecip,104.0,February,Wednesday,12
993,-0.76,0.77,NoPrecip,118.0,February,Wednesday,12
994,0.56,0.7,NoPrecip,128.0,February,Wednesday,13
995,0.56,0.7,NoPrecip,108.0,February,Wednesday,13
996,0.75,0.78,rain,80.0,February,Wednesday,14
997,0.75,0.78,rain,95.0,February,Wednesday,14
998,1.7,0.7,rain,91.0,February,Wednesday,15
999,0.5,0.82,NoPrecip,84.0,February,Wednesday,19
1000,-0.03,0.87,NoPrecip,92.0,February,Wednesday,20
1001,-0.13,0.92,NoPrecip,86.0,February,Wednesday,21
1002,-0.13,0.92,NoPrecip,99.0,February,Wednesday,21
1003,2.15,1.0,NoPrecip,43.0,February,Thursday,7
1004,2.75,1.0,NoPrecip,59.0,February,Thursday,8
1005,4.17,1.0,NoPrecip,49.0,February,Thursday,9
1006,4.17,1.0,NoPrecip,53.0,February,Thursday,9
1007,4.17,1.0,NoPrecip,59.0,February,Thursday,9
1008,3.04,1.0,NoPrecip,75.0,February,Thursday,11
1009,3.04,1.0,NoPrecip,83.0,February,Thursday,11
1010,3.9,0.93,NoPrecip,76.0,February,Thursday,12
1011,3.9,0.93,NoPrecip,93.0,February,Thursday,12
1012,6.01,0.93,NoPrecip,101.0,February,Thursday,13
1013,4.64,1.0,NoPrecip,97.0,February,Thursday,14
1014,4.64,1.0,NoPrecip,92.0,February,Thursday,14
1015,6.01,1.0,NoPrecip,97.0,February,Thursday,16
1016,6.01,1.0,NoPrecip,110.0,February,Thursday,16
1017,4.31,0.93,NoPrecip,115.0,February,Thursday,17
1018,4.31,0.93,NoPrecip,114.0,February,Thursday,17
1019,4.31,0.93,NoPrecip,111.0,February,Thursday,17
1020,6.01,0.94,NoPrecip,103.0,February,Thursday,18
1021,4.87,0.95,NoPrecip,109.0,February,Thursday,19
1022,5.01,0.95,NoPrecip,63.0,February,Thursday,21
1023,5.01,0.95,NoPrecip,58.0,February,Thursday,21
1024,-4.01,0.86,NoPrecip,10.0,February,Friday,6
1025,-4.01,0.86,NoPrecip,30.0,February,Friday,6
1026,-5.15,0.86,NoPrecip,38.0,February,Friday,7
1027,-7.39,0.9,NoPrecip,28.0,February,Friday,8
1028,-7.39,0.9,NoPrecip,34.0,February,Friday,8
1029,-7.27,0.86,NoPrecip,39.0,February,Friday,9
1030,-7.27,0.86,NoPrecip,44.0,February,Friday,9
1031,-7.14,0.82,NoPrecip,53.0,February,Friday,10
1032,-7.14,0.82,NoPrecip,64.0,February,Friday,10
1033,-8.32,0.83,NoPrecip,67.0,February,Friday,11
1034,-8.32,0.83,NoPrecip,61.0,February,Friday,11
1035,-7.17,0.69,NoPrecip,83.0,February,Friday,12
1036,-7.17,0.69,NoPrecip,86.0,February,Friday,12
1037,-7.99,0.75,NoPrecip,82.0,February,Friday,13
1038,-7.99,0.75,NoPrecip,96.0,February,Friday,13
1039,-8.22,0.72,NoPrecip,91.0,February,Friday,14
1040,-8.22,0.72,NoPrecip,94.0,February,Friday,14
1041,-8.07,0.68,NoPrecip,91.0,February,Friday,15
1042,-8.53,0.66,NoPrecip,94.0,February,Friday,16
1043,-8.53,0.66,NoPrecip,99.0,February,Friday,16
1044,-10.32,0.63,NoPrecip,101.0,February,Friday,17
1045,-10.32,0.63,NoPrecip,86.0,February,Friday,17
1046,-4.32,0.7,NoPrecip,88.0,February,Friday,18
1047,-4.32,0.7,NoPrecip,75.0,February,Friday,18
1048,-4.32,0.7,NoPrecip,81.0,February,Friday,18
1049,-5.98,0.77,NoPrecip,63.0,February,Friday,19
1050,-3.97,0.84,NoPrecip,18.0,February,Saturday,9
1051,-3.83,0.76,NoPrecip,48.0,February,Saturday,10
1052,-3.83,0.76,NoPrecip,60.0,February,Saturday,10
1053,-3.83,0.76,NoPrecip,60.0,February,Saturday,10
1054,-4.8,0.74,NoPrecip,39.0,February,Saturday,11
1055,-4.07,0.71,NoPrecip,47.0,February,Saturday,12
1056,-4.07,0.71,NoPrecip,62.0,February,Saturday,12
1057,-4.07,0.71,NoPrecip,54.0,February,Saturday,12
1058,-4.33,0.63,NoPrecip,57.0,February,Saturday,13
1059,-4.33,0.63,NoPrecip,48.0,February,Saturday,13
1060,-3.09,0.7,NoPrecip,58.0,February,Saturday,15
1061,-4.21,0.74,NoPrecip,67.0,February,Saturday,16
1062,-1.0,0.83,NoPrecip,45.0,February,Sunday,9
1063,-0.17,0.75,NoPrecip,36.0,February,Sunday,10
1064,-0.17,0.75,NoPrecip,43.0,February,Sunday,10
1065,-1.65,0.72,NoPrecip,40.0,February,Sunday,11
1066,-1.65,0.72,NoPrecip,43.0,February,Sunday,11
1067,-2.51,0.6,NoPrecip,42.0,February,Sunday,12
1068,-2.51,0.6,NoPrecip,48.0,February,Sunday,12
1069,-1.93,0.55,NoPrecip,56.0,February,Sunday,13
1070,-1.93,0.55,NoPrecip,41.0,February,Sunday,13
1071,-1.59,0.6,NoPrecip,54.0,February,Sunday,14
1072,-1.38,0.68,NoPrecip,60.0,February,Sunday,15
1073,-1.73,0.69,NoPrecip,58.0,February,Sunday,16
1074,1.25,0.81,NoPrecip,24.0,February,Monday,9
1075,1.25,0.81,NoPrecip,34.0,February,Monday,9
1076,0.91,0.87,NoPrecip,42.0,February,Monday,10
1077,1.38,0.97,NoPrecip,56.0,February,Monday,12
1078,1.38,0.97,NoPrecip,46.0,February,Monday,12
1079,1.71,0.93,rain,59.0,February,Monday,13
1080,1.71,0.93,rain,63.0,February,Monday,13
1081,1.71,0.93,rain,60.0,February,Monday,13
1082,3.52,0.93,rain,83.0,February,Monday,14
1083,11.01,1.0,rain,9.0,February,Tuesday,6
1084,11.01,1.0,rain,11.0,February,Tuesday,6
1085,11.01,1.0,rain,24.0,February,Tuesday,7
1086,11.01,0.93,rain,29.0,February,Tuesday,8
1087,11.01,0.93,rain,22.0,February,Tuesday,8
1088,10.01,1.0,rain,25.0,February,Tuesday,9
1089,10.01,1.0,rain,28.0,February,Tuesday,9
1090,10.01,0.93,rain,33.0,February,Tuesday,10
1091,10.01,0.93,rain,29.0,February,Tuesday,10
1092,11.01,0.93,rain,33.0,February,Tuesday,11
1093,11.01,0.93,rain,45.0,February,Tuesday,11
1094,11.01,0.93,rain,39.0,February,Tuesday,11
1095,11.33,0.92,rain,42.0,February,Tuesday,12
1096,11.33,0.92,rain,49.0,February,Tuesday,12
1097,12.63,0.94,rain,48.0,February,Tuesday,13
1098,13.68,0.94,rain,47.0,February,Tuesday,14
1099,13.68,0.94,rain,55.0,February,Tuesday,14
1100,13.68,0.94,rain,58.0,February,Tuesday,14
1101,13.85,0.92,rain,66.0,February,Tuesday,15
1102,13.9,0.93,rain,76.0,February,Tuesday,16
1103,13.74,0.93,rain,86.0,February,Tuesday,17
1104,13.74,0.93,rain,85.0,February,Tuesday,17
1105,6.65,0.92,rain,15.0,February,Wednesday,6
1106,3.67,0.93,NoPrecip,29.0,February,Wednesday,7
1107,3.67,0.93,NoPrecip,36.0,February,Wednesday,7
1108,3.67,0.93,NoPrecip,34.0,February,Wednesday,7
1109,-0.61,0.9,NoPrecip,24.0,February,Wednesday,8
1110,-0.51,0.93,NoPrecip,21.0,February,Wednesday,9
1111,-0.51,0.93,NoPrecip,28.0,February,Wednesday,9
1112,-0.51,0.93,NoPrecip,30.0,February,Wednesday,9
1113,-2.31,0.94,NoPrecip,32.0,February,Wednesday,10
1114,-1.69,0.9,NoPrecip,33.0,February,Wednesday,11
1115,-1.69,0.9,NoPrecip,37.0,February,Wednesday,11
1116,-1.69,0.9,NoPrecip,30.0,February,Wednesday,11
1117,-1.66,0.88,NoPrecip,39.0,February,Wednesday,12
1118,-1.66,0.88,NoPrecip,43.0,February,Wednesday,12
1119,-2.18,0.85,NoPrecip,63.0,February,Wednesday,13
1120,-1.16,0.84,NoPrecip,71.0,February,Wednesday,14
1121,-1.16,0.84,NoPrecip,50.0,February,Wednesday,14
1122,-1.3,0.75,NoPrecip,68.0,February,Wednesday,15
1123,-1.3,0.75,NoPrecip,71.0,February,Wednesday,15
1124,-2.69,0.82,NoPrecip,63.0,February,Wednesday,16
1125,-2.69,0.82,NoPrecip,86.0,February,Wednesday,16
1126,-3.06,0.79,NoPrecip,87.0,February,Wednesday,17
1127,-3.06,0.79,NoPrecip,89.0,February,Wednesday,17
1128,-4.35,0.73,NoPrecip,5.0,February,Thursday,6
1129,-7.14,0.63,NoPrecip,21.0,February,Thursday,7
1130,-7.14,0.63,NoPrecip,30.0,February,Thursday,7
1131,-5.97,0.74,NoPrecip,32.0,February,Thursday,8
1132,-7.14,0.74,NoPrecip,39.0,February,Thursday,9
1133,-7.14,0.74,NoPrecip,46.0,February,Thursday,9
1134,-7.14,0.74,NoPrecip,42.0,February,Thursday,9
1135,-4.38,0.71,NoPrecip,33.0,February,Thursday,10
1136,-4.38,0.71,NoPrecip,37.0,February,Thursday,10
1137,-1.32,0.76,NoPrecip,38.0,February,Thursday,11
1138,-3.13,0.74,NoPrecip,51.0,February,Thursday,12
1139,-2.05,0.75,NoPrecip,54.0,February,Thursday,13
1140,-2.05,0.75,NoPrecip,45.0,February,Thursday,13
1141,-2.05,0.75,NoPrecip,48.0,February,Thursday,13
1142,-1.65,0.74,NoPrecip,45.0,February,Thursday,14
1143,-1.65,0.74,NoPrecip,49.0,February,Thursday,14
1144,-0.51,0.75,NoPrecip,41.0,February,Thursday,15
1145,-0.51,0.75,NoPrecip,59.0,February,Thursday,15
1146,-0.08,0.75,NoPrecip,67.0,February,Thursday,16
1147,-0.08,0.75,NoPrecip,77.0,February,Thursday,16
1148,-0.47,0.75,NoPrecip,76.0,February,Thursday,17
1149,-3.37,0.93,NoPrecip,16.0,February,Friday,6
1150,-3.18,0.93,NoPrecip,26.0,February,Friday,7
1151,-3.18,0.93,NoPrecip,20.0,February,Friday,7
1152,-1.73,0.95,NoPrecip,22.0,February,Friday,8
1153,-1.73,0.95,NoPrecip,28.0,February,Friday,8
1154,-2.43,0.93,NoPrecip,26.0,February,Friday,9
1155,-1.42,1.0,NoPrecip,32.0,February,Friday,10
1156,0.22,1.0,NoPrecip,58.0,February,Friday,11
1157,0.22,1.0,NoPrecip,51.0,February,Friday,11
1158,2.77,1.0,NoPrecip,54.0,February,Friday,12
1159,6.31,1.0,rain,57.0,February,Friday,14
1160,7.25,0.93,NoPrecip,65.0,February,Friday,15
1161,7.25,0.93,NoPrecip,76.0,February,Friday,15
1162,7.25,0.93,NoPrecip,57.0,February,Friday,15
1163,6.53,0.95,NoPrecip,70.0,February,Friday,16
1164,5.51,0.93,NoPrecip,95.0,February,Friday,17
1165,5.51,0.93,NoPrecip,98.0,February,Friday,17
1166,5.51,0.93,NoPrecip,79.0,February,Friday,17
1167,-0.8,0.86,NoPrecip,43.0,February,Saturday,9
1168,-1.47,0.86,NoPrecip,51.0,February,Saturday,10
1169,-1.47,0.86,NoPrecip,61.0,February,Saturday,10
1170,2.01,0.8,NoPrecip,49.0,February,Saturday,11
1171,2.01,0.8,NoPrecip,45.0,February,Saturday,11
1172,2.01,0.8,NoPrecip,47.0,February,Saturday,11
1173,0.4,0.8,NoPrecip,46.0,February,Saturday,12
1174,0.4,0.8,NoPrecip,54.0,February,Saturday,12
1175,3.0,0.76,NoPrecip,62.0,February,Saturday,14
1176,1.15,0.75,NoPrecip,67.0,February,Saturday,15
1177,1.54,0.76,NoPrecip,72.0,February,Saturday,16
1178,1.54,0.76,NoPrecip,76.0,February,Saturday,16
1179,1.54,0.76,NoPrecip,63.0,February,Saturday,16
1180,0.38,0.78,NoPrecip,81.0,February,Saturday,17
1181,1.4,0.81,NoPrecip,84.0,February,Saturday,18
1182,1.4,0.81,NoPrecip,66.0,February,Saturday,18
1183,-1.59,0.86,NoPrecip,55.0,February,Saturday,19
1184,5.19,0.81,rain,30.0,February,Sunday,9
1185,5.23,0.72,NoPrecip,36.0,February,Sunday,10
1186,5.23,0.72,NoPrecip,42.0,February,Sunday,10
1187,4.36,0.64,NoPrecip,48.0,February,Sunday,11
1188,4.36,0.64,NoPrecip,53.0,February,Sunday,11
1189,4.75,0.67,rain,54.0,February,Sunday,12
1190,4.75,0.67,rain,58.0,February,Sunday,12
1191,4.33,0.66,NoPrecip,54.0,February,Sunday,13
1192,4.33,0.66,NoPrecip,45.0,February,Sunday,13
1193,3.84,0.59,NoPrecip,59.0,February,Sunday,14
1194,3.84,0.59,NoPrecip,54.0,February,Sunday,14
1195,4.13,0.56,NoPrecip,62.0,February,Sunday,15
1196,4.31,0.62,NoPrecip,63.0,February,Sunday,16
1197,2.67,0.62,NoPrecip,69.0,February,Sunday,17
1198,2.67,0.62,NoPrecip,49.0,February,Sunday,17
1199,1.61,0.67,NoPrecip,55.0,February,Sunday,18
1200,0.65,0.7,NoPrecip,61.0,February,Sunday,20
1201,0.54,0.68,NoPrecip,85.0,February,Sunday,21
1202,0.54,0.68,NoPrecip,78.0,February,Sunday,21
1203,0.54,0.68,NoPrecip,82.0,February,Sunday,21
1204,2.01,0.69,NoPrecip,63.0,February,Sunday,22
1205,-1.0,0.8,NoPrecip,35.0,February,Monday,6
1206,-1.98,0.86,NoPrecip,47.0,February,Monday,7
1207,-1.98,0.86,NoPrecip,53.0,February,Monday,7
1208,-0.5,0.83,NoPrecip,58.0,February,Monday,8
1209,-0.5,0.83,NoPrecip,64.0,February,Monday,8
1210,-0.5,0.83,NoPrecip,65.0,February,Monday,8
1211,-0.83,0.75,NoPrecip,70.0,February,Monday,9
1212,-0.83,0.75,NoPrecip,118.0,February,Monday,9
1213,0.53,0.67,NoPrecip,95.0,February,Monday,11
1214,0.53,0.67,NoPrecip,99.0,February,Monday,11
1215,0.53,0.67,NoPrecip,104.0,February,Monday,11
1216,1.81,0.61,NoPrecip,89.0,February,Monday,12
1217,1.81,0.61,NoPrecip,118.0,February,Monday,12
1218,2.54,0.56,NoPrecip,135.0,February,Monday,13
1219,2.3,0.49,NoPrecip,129.0,February,Monday,14
1220,2.3,0.49,NoPrecip,113.0,February,Monday,14
1221,5.04,0.49,NoPrecip,132.0,February,Monday,15
1222,4.03,0.49,NoPrecip,128.0,February,Monday,16
1223,4.03,0.49,NoPrecip,135.0,February,Monday,16
1224,6.01,0.49,NoPrecip,122.0,February,Monday,18
1225,3.91,0.59,NoPrecip,107.0,February,Monday,19
1226,3.01,0.64,NoPrecip,103.0,February,Monday,20
1227,3.01,0.64,NoPrecip,108.0,February,Monday,20
1228,2.01,0.64,NoPrecip,89.0,February,Monday,22
1229,1.0,0.75,NoPrecip,28.0,February,Tuesday,6
1230,1.0,0.75,NoPrecip,46.0,February,Tuesday,6
1231,3.01,0.65,NoPrecip,67.0,February,Tuesday,7
1232,3.01,0.65,NoPrecip,74.0,February,Tuesday,7
1233,2.04,0.75,NoPrecip,78.0,February,Tuesday,8
1234,3.65,0.63,NoPrecip,71.0,February,Tuesday,9
1235,3.65,0.63,NoPrecip,71.0,February,Tuesday,9
1236,5.16,0.53,NoPrecip,83.0,February,Tuesday,10
1237,5.16,0.53,NoPrecip,82.0,February,Tuesday,10
1238,7.9,0.46,NoPrecip,89.0,February,Tuesday,11
1239,7.9,0.46,NoPrecip,98.0,February,Tuesday,11
1240,11.01,0.4,NoPrecip,127.0,February,Tuesday,12
1241,11.01,0.43,NoPrecip,126.0,February,Tuesday,13
1242,11.01,0.43,NoPrecip,131.0,February,Tuesday,13
1243,12.01,0.4,NoPrecip,125.0,February,Tuesday,14
1244,12.01,0.38,NoPrecip,109.0,February,Tuesday,15
1245,12.01,0.38,NoPrecip,117.0,February,Tuesday,15
1246,11.95,0.44,NoPrecip,122.0,February,Tuesday,16
1247,11.95,0.44,NoPrecip,130.0,February,Tuesday,16
1248,11.01,0.47,NoPrecip,132.0,February,Tuesday,17
1249,11.01,0.47,NoPrecip,136.0,February,Tuesday,17
1250,10.01,0.46,NoPrecip,129.0,February,Tuesday,18
1251,8.14,0.49,NoPrecip,133.0,February,Tuesday,19
1252,6.5,0.53,NoPrecip,107.0,February,Tuesday,20
1253,6.12,0.57,NoPrecip,137.0,February,Tuesday,21
1254,7.01,0.57,NoPrecip,89.0,February,Tuesday,22
1255,7.01,0.57,NoPrecip,68.0,February,Tuesday,22
1256,1.8,0.65,NoPrecip,30.0,February,Wednesday,6
1257,3.01,0.69,NoPrecip,46.0,February,Wednesday,7
1258,3.01,0.69,NoPrecip,56.0,February,Wednesday,7
1259,3.14,0.61,NoPrecip,62.0,February,Wednesday,8
1260,3.14,0.61,NoPrecip,63.0,February,Wednesday,8
1261,3.14,0.61,NoPrecip,72.0,February,Wednesday,8
1262,5.18,0.63,NoPrecip,83.0,February,Wednesday,9
1263,5.18,0.63,NoPrecip,94.0,February,Wednesday,9
1264,10.01,0.53,NoPrecip,81.0,February,Wednesday,10
1265,12.01,0.57,NoPrecip,88.0,February,Wednesday,11
1266,11.01,0.58,NoPrecip,100.0,February,Wednesday,12
1267,11.01,0.58,NoPrecip,106.0,February,Wednesday,12
1268,12.61,0.6,NoPrecip,119.0,February,Wednesday,13
1269,12.61,0.6,NoPrecip,122.0,February,Wednesday,13
1270,12.61,0.6,NoPrecip,117.0,February,Wednesday,13
1271,14.01,0.58,NoPrecip,103.0,February,Wednesday,14
1272,14.01,0.58,NoPrecip,81.0,February,Wednesday,15
1273,14.01,0.58,NoPrecip,97.0,February,Wednesday,15
1274,4.85,0.76,NoPrecip,85.0,February,Wednesday,20
1275,6.01,0.75,NoPrecip,98.0,February,Wednesday,21
1276,-2.74,0.93,NoPrecip,15.0,March,Thursday,6
1277,-2.74,0.93,NoPrecip,38.0,March,Thursday,6
1278,-3.3,0.93,NoPrecip,53.0,March,Thursday,7
1279,-3.3,0.93,NoPrecip,42.0,March,Thursday,7
1280,-2.29,0.9,NoPrecip,59.0,March,Thursday,8
1281,-2.45,0.86,NoPrecip,70.0,March,Thursday,9
1282,-2.45,0.86,NoPrecip,64.0,March,Thursday,9
1283,-2.06,0.84,NoPrecip,72.0,March,Thursday,10
1284,-2.06,0.84,NoPrecip,78.0,March,Thursday,10
1285,-2.06,0.84,NoPrecip,85.0,March,Thursday,10
1286,-2.07,0.8,NoPrecip,111.0,March,Thursday,11
1287,-1.81,0.8,NoPrecip,114.0,March,Thursday,12
1288,-1.81,0.8,NoPrecip,109.0,March,Thursday,12
1289,-1.81,0.8,NoPrecip,137.0,March,Thursday,12
1290,-2.26,0.8,NoPrecip,130.0,March,Thursday,13
1291,-1.56,0.77,NoPrecip,125.0,March,Thursday,14
1292,-1.56,0.77,NoPrecip,108.0,March,Thursday,14
1293,-1.63,0.75,NoPrecip,121.0,March,Thursday,15
1294,-1.63,0.75,NoPrecip,96.0,March,Thursday,15
1295,-2.34,0.75,NoPrecip,93.0,March,Thursday,16
1296,-3.94,0.89,NoPrecip,96.0,March,Thursday,18
1297,-4.6,0.93,NoPrecip,75.0,March,Thursday,19
1298,-3.8,0.93,NoPrecip,87.0,March,Thursday,21
1299,-3.8,0.93,NoPrecip,86.0,March,Thursday,21
1300,-2.4,0.93,NoPrecip,80.0,March,Thursday,22
1301,-5.64,0.88,NoPrecip,23.0,March,Friday,6
1302,-4.0,0.85,NoPrecip,40.0,March,Friday,7
1303,-4.0,0.85,NoPrecip,33.0,March,Friday,7
1304,-6.47,0.84,NoPrecip,58.0,March,Friday,8
1305,-6.47,0.84,NoPrecip,57.0,March,Friday,8
1306,-5.14,0.74,NoPrecip,47.0,March,Friday,9
1307,-5.14,0.74,NoPrecip,74.0,March,Friday,9
1308,-4.2,0.76,NoPrecip,85.0,March,Friday,11
1309,-4.2,0.76,NoPrecip,87.0,March,Friday,11
1310,-4.2,0.76,NoPrecip,114.0,March,Friday,11
1311,-3.18,0.71,NoPrecip,124.0,March,Friday,12
1312,-3.18,0.71,NoPrecip,132.0,March,Friday,12
1313,-2.01,0.66,rain,116.0,March,Friday,13
1314,-2.06,0.66,NoPrecip,126.0,March,Friday,14
1315,-2.06,0.66,NoPrecip,118.0,March,Friday,14
1316,-2.18,0.64,NoPrecip,125.0,March,Friday,15
1317,-2.73,0.57,NoPrecip,126.0,March,Friday,16
1318,-2.73,0.57,NoPrecip,134.0,March,Friday,16
1319,-2.73,0.57,NoPrecip,142.0,March,Friday,16
1320,-3.43,0.56,NoPrecip,137.0,March,Friday,17
1321,-4.75,0.64,NoPrecip,140.0,March,Friday,18
1322,-4.75,0.64,NoPrecip,149.0,March,Friday,18
1323,-4.25,0.66,NoPrecip,142.0,March,Friday,19
1324,-7.06,0.75,NoPrecip,49.0,March,Saturday,9
1325,-7.06,0.75,NoPrecip,67.0,March,Saturday,9
1326,-4.7,0.64,NoPrecip,83.0,March,Saturday,10
1327,-1.1,0.51,NoPrecip,103.0,March,Saturday,13
1328,-1.1,0.51,NoPrecip,98.0,March,Saturday,13
1329,-1.1,0.51,NoPrecip,78.0,March,Saturday,13
1330,0.35,0.44,NoPrecip,76.0,March,Saturday,14
1331,0.35,0.44,NoPrecip,75.0,March,Saturday,15
1332,0.4,0.48,NoPrecip,104.0,March,Saturday,16
1333,0.4,0.48,NoPrecip,105.0,March,Saturday,16
1334,-1.19,0.61,NoPrecip,114.0,March,Saturday,17
1335,-1.19,0.61,NoPrecip,119.0,March,Saturday,17
1336,-3.22,0.71,NoPrecip,131.0,March,Saturday,18
1337,-5.94,0.74,NoPrecip,103.0,March,Saturday,19
1338,-5.05,0.54,NoPrecip,32.0,March,Sunday,9
1339,-3.87,0.53,NoPrecip,65.0,March,Sunday,11
1340,-2.49,0.44,NoPrecip,66.0,March,Sunday,12
1341,-0.69,0.44,NoPrecip,83.0,March,Sunday,13
1342,-1.88,0.44,NoPrecip,83.0,March,Sunday,14
1343,-1.88,0.44,NoPrecip,79.0,March,Sunday,14
1344,-1.88,0.38,NoPrecip,83.0,March,Sunday,15
1345,-0.8,0.41,NoPrecip,90.0,March,Sunday,16
1346,-1.04,0.41,NoPrecip,98.0,March,Sunday,17
1347,-2.53,0.47,NoPrecip,95.0,March,Sunday,18
1348,-2.53,0.47,NoPrecip,81.0,March,Sunday,18
1349,-4.64,0.6,NoPrecip,54.0,March,Sunday,19
1350,-4.84,0.63,NoPrecip,87.0,March,Sunday,20
1351,-4.84,0.63,NoPrecip,87.0,March,Sunday,20
1352,-6.25,0.68,NoPrecip,74.0,March,Sunday,21
1353,-7.52,0.7,NoPrecip,89.0,March,Sunday,22
1354,-7.52,0.7,NoPrecip,88.0,March,Sunday,22
1355,-7.46,0.66,NoPrecip,48.0,March,Sunday,23
1356,-6.98,0.74,NoPrecip,33.0,March,Monday,6
1357,-6.98,0.73,NoPrecip,45.0,March,Monday,7
1358,-6.98,0.73,NoPrecip,73.0,March,Monday,7
1359,-5.43,0.65,NoPrecip,60.0,March,Monday,8
1360,-2.11,0.59,NoPrecip,101.0,March,Monday,12
1361,-2.11,0.59,NoPrecip,115.0,March,Monday,12
1362,1.0,0.64,NoPrecip,144.0,March,Monday,13
1363,1.0,0.64,NoPrecip,114.0,March,Monday,13
1364,-0.74,0.55,NoPrecip,116.0,March,Monday,14
1365,1.29,0.57,NoPrecip,120.0,March,Monday,15
1366,1.29,0.57,NoPrecip,126.0,March,Monday,15
1367,1.29,0.57,NoPrecip,133.0,March,Monday,15
1368,3.63,0.46,NoPrecip,116.0,March,Monday,16
1369,1.15,0.52,NoPrecip,138.0,March,Monday,17
1370,1.15,0.52,NoPrecip,150.0,March,Monday,17
1371,1.15,0.52,NoPrecip,152.0,March,Monday,17
1372,1.76,0.56,NoPrecip,131.0,March,Monday,18
1373,0.0,0.59,NoPrecip,114.0,March,Monday,19
1374,0.0,0.59,NoPrecip,114.0,March,Monday,19
1375,-1.0,0.64,NoPrecip,109.0,March,Monday,20
1376,-1.0,0.64,NoPrecip,127.0,March,Monday,20
1377,-1.0,0.64,NoPrecip,122.0,March,Monday,20
1378,-1.98,0.69,NoPrecip,104.0,March,Monday,21
1379,-1.98,0.69,NoPrecip,145.0,March,Monday,21
1380,-3.97,0.86,NoPrecip,88.0,March,Monday,22
1381,-3.97,0.79,NoPrecip,55.0,March,Monday,23
1382,-6.65,0.74,NoPrecip,28.0,March,Tuesday,6
1383,-7.65,0.74,NoPrecip,70.0,March,Tuesday,7
1384,-7.65,0.74,NoPrecip,82.0,March,Tuesday,7
1385,-8.17,0.74,NoPrecip,77.0,March,Tuesday,8
1386,-8.17,0.74,NoPrecip,53.0,March,Tuesday,8
1387,-7.21,0.71,NoPrecip,65.0,March,Tuesday,9
1388,-7.21,0.71,NoPrecip,66.0,March,Tuesday,9
1389,-7.06,0.69,NoPrecip,74.0,March,Tuesday,10
1390,-7.06,0.69,NoPrecip,99.0,March,Tuesday,10
1391,-6.35,0.66,NoPrecip,108.0,March,Tuesday,11
1392,-6.35,0.66,NoPrecip,132.0,March,Tuesday,11
1393,-5.38,0.71,NoPrecip,116.0,March,Tuesday,12
1394,-4.77,0.69,NoPrecip,126.0,March,Tuesday,13
1395,-4.77,0.69,NoPrecip,97.0,March,Tuesday,13
1396,-4.72,0.69,NoPrecip,103.0,March,Tuesday,14
1397,-3.32,0.76,NoPrecip,83.0,March,Tuesday,15
