apparentTemperature,humidity,precipType,wr,month,week_day,time
-8.07,0.68,NoPrecip,91.0,February,Friday,15
-8.53,0.66,NoPrecip,94.0,February,Friday,16
-8.53,0.66,NoPrecip,99.0,February,Friday,16
-10.32,0.63,NoPrecip,101.0,February,Friday,17
-10.32,0.63,NoPrecip,86.0,February,Friday,17
-4.32,0.7,NoPrecip,88.0,February,Friday,18
-4.32,0.7,NoPrecip,75.0,February,Friday,18
-4.32,0.7,NoPrecip,81.0,February,Friday,18
-5.98,0.77,NoPrecip,63.0,February,Friday,19
-3.97,0.84,NoPrecip,18.0,February,Saturday,9
-3.83,0.76,NoPrecip,48.0,February,Saturday,10
-3.83,0.76,NoPrecip,60.0,February,Saturday,10
-3.83,0.76,NoPrecip,60.0,February,Saturday,10
-4.8,0.74,NoPrecip,39.0,February,Saturday,11
-4.07,0.71,NoPrecip,47.0,February,Saturday,12
-4.07,0.71,NoPrecip,62.0,February,Saturday,12
-4.07,0.71,NoPrecip,54.0,February,Saturday,12
-4.33,0.63,NoPrecip,57.0,February,Saturday,13
-4.33,0.63,NoPrecip,48.0,February,Saturday,13
-3.09,0.7,NoPrecip,58.0,February,Saturday,15
-4.21,0.74,NoPrecip,67.0,February,Saturday,16
-1.0,0.83,NoPrecip,45.0,February,Sunday,9
-0.17,0.75,NoPrecip,36.0,February,Sunday,10
-0.17,0.75,NoPrecip,43.0,February,Sunday,10
-1.65,0.72,NoPrecip,40.0,February,Sunday,11
-1.65,0.72,NoPrecip,43.0,February,Sunday,11
-2.51,0.6,NoPrecip,42.0,February,Sunday,12
-2.51,0.6,NoPrecip,48.0,February,Sunday,12
-1.93,0.55,NoPrecip,56.0,February,Sunday,13
-1.93,0.55,NoPrecip,41.0,February,Sunday,13
-1.59,0.6,NoPrecip,54.0,February,Sunday,14
-1.38,0.68,NoPrecip,60.0,February,Sunday,15
-1.73,0.69,NoPrecip,58.0,February,Sunday,16
1.25,0.81,NoPrecip,24.0,February,Monday,9
1.25,0.81,NoPrecip,34.0,February,Monday,9
0.91,0.87,NoPrecip,42.0,February,Monday,10
1.38,0.97,NoPrecip,56.0,February,Monday,12
1.38,0.97,NoPrecip,46.0,February,Monday,12
1.71,0.93,rain,59.0,February,Monday,13
1.71,0.93,rain,63.0,February,Monday,13
1.71,0.93,rain,60.0,February,Monday,13
3.52,0.93,rain,83.0,February,Monday,14
11.01,1.0,rain,9.0,February,Tuesday,6
11.01,1.0,rain,11.0,February,Tuesday,6
11.01,1.0,rain,24.0,February,Tuesday,7
11.01,0.93,rain,29.0,February,Tuesday,8
11.01,0.93,rain,22.0,February,Tuesday,8
10.01,1.0,rain,25.0,February,Tuesday,9
10.01,1.0,rain,28.0,February,Tuesday,9
10.01,0.93,rain,33.0,February,Tuesday,10
10.01,0.93,rain,29.0,February,Tuesday,10
11.01,0.93,rain,33.0,February,Tuesday,11
11.01,0.93,rain,45.0,February,Tuesday,11
11.01,0.93,rain,39.0,February,Tuesday,11
11.33,0.92,rain,42.0,February,Tuesday,12
11.33,0.92,rain,49.0,February,Tuesday,12
12.63,0.94,rain,48.0,February,Tuesday,13
13.68,0.94,rain,47.0,February,Tuesday,14
13.68,0.94,rain,55.0,February,Tuesday,14
13.68,0.94,rain,58.0,February,Tuesday,14
13.85,0.92,rain,66.0,February,Tuesday,15
13.9,0.93,rain,76.0,February,Tuesday,16
13.74,0.93,rain,86.0,February,Tuesday,17
13.74,0.93,rain,85.0,February,Tuesday,17
6.65,0.92,rain,15.0,February,Wednesday,6
3.67,0.93,NoPrecip,29.0,February,Wednesday,7
3.67,0.93,NoPrecip,36.0,February,Wednesday,7
3.67,0.93,NoPrecip,34.0,February,Wednesday,7
-0.61,0.9,NoPrecip,24.0,February,Wednesday,8
-0.51,0.93,NoPrecip,21.0,February,Wednesday,9
-0.51,0.93,NoPrecip,28.0,February,Wednesday,9
-0.51,0.93,NoPrecip,30.0,February,Wednesday,9
-2.31,0.94,NoPrecip,32.0,February,Wednesday,10
-1.69,0.9,NoPrecip,33.0,February,Wednesday,11
-1.69,0.9,NoPrecip,37.0,February,Wednesday,11
-1.69,0.9,NoPrecip,30.0,February,Wednesday,11
-1.66,0.88,NoPrecip,39.0,February,Wednesday,12
-1.66,0.88,NoPrecip,43.0,February,Wednesday,12
-2.18,0.85,NoPrecip,63.0,February,Wednesday,13
-1.16,0.84,NoPrecip,71.0,February,Wednesday,14
-1.16,0.84,NoPrecip,50.0,February,Wednesday,14
-1.3,0.75,NoPrecip,68.0,February,Wednesday,15
-1.3,0.75,NoPrecip,71.0,February,Wednesday,15
-2.69,0.82,NoPrecip,63.0,February,Wednesday,16
-2.69,0.82,NoPrecip,86.0,February,Wednesday,16
-3.06,0.79,NoPrecip,87.0,February,Wednesday,17
-3.06,0.79,NoPrecip,89.0,February,Wednesday,17
-4.35,0.73,NoPrecip,5.0,February,Thursday,6
-7.14,0.63,NoPrecip,21.0,February,Thursday,7
-7.14,0.63,NoPrecip,30.0,February,Thursday,7
-5.97,0.74,NoPrecip,32.0,February,Thursday,8
-7.14,0.74,NoPrecip,39.0,February,Thursday,9
-7.14,0.74,NoPrecip,46.0,February,Thursday,9
-7.14,0.74,NoPrecip,42.0,February,Thursday,9
-4.38,0.71,NoPrecip,33.0,February,Thursday,10
-4.38,0.71,NoPrecip,37.0,February,Thursday,10
-1.32,0.76,NoPrecip,38.0,February,Thursday,11
-3.13,0.74,NoPrecip,51.0,February,Thursday,12
-2.05,0.75,NoPrecip,54.0,February,Thursday,13
-2.05,0.75,NoPrecip,45.0,February,Thursday,13
-2.05,0.75,NoPrecip,48.0,February,Thursday,13
-1.65,0.74,NoPrecip,45.0,February,Thursday,14
-1.65,0.74,NoPrecip,49.0,February,Thursday,14
-0.51,0.75,NoPrecip,41.0,February,Thursday,15
-0.51,0.75,NoPrecip,59.0,February,Thursday,15
-0.08,0.75,NoPrecip,67.0,February,Thursday,16
-0.08,0.75,NoPrecip,77.0,February,Thursday,16
-0.47,0.75,NoPrecip,76.0,February,Thursday,17
-3.37,0.93,NoPrecip,16.0,February,Friday,6
-3.18,0.93,NoPrecip,26.0,February,Friday,7
-3.18,0.93,NoPrecip,20.0,February,Friday,7
-1.73,0.95,NoPrecip,22.0,February,Friday,8
-1.73,0.95,NoPrecip,28.0,February,Friday,8
-2.43,0.93,NoPrecip,26.0,February,Friday,9
-1.42,1.0,NoPrecip,32.0,February,Friday,10
0.22,1.0,NoPrecip,58.0,February,Friday,11
0.22,1.0,NoPrecip,51.0,February,Friday,11
2.77,1.0,NoPrecip,54.0,February,Friday,12
6.31,1.0,rain,57.0,February,Friday,14
7.25,0.93,NoPrecip,65.0,February,Friday,15
7.25,0.93,NoPrecip,76.0,February,Friday,15
7.25,0.93,NoPrecip,57.0,February,Friday,15
6.53,0.95,NoPrecip,70.0,February,Friday,16
5.51,0.93,NoPrecip,95.0,February,Friday,17
5.51,0.93,NoPrecip,98.0,February,Friday,17
5.51,0.93,NoPrecip,79.0,February,Friday,17
-0.8,0.86,NoPrecip,43.0,February,Saturday,9
-1.47,0.86,NoPrecip,51.0,February,Saturday,10
-1.47,0.86,NoPrecip,61.0,February,Saturday,10
2.01,0.8,NoPrecip,49.0,February,Saturday,11
2.01,0.8,NoPrecip,45.0,February,Saturday,11
2.01,0.8,NoPrecip,47.0,February,Saturday,11
0.4,0.8,NoPrecip,46.0,February,Saturday,12
0.4,0.8,NoPrecip,54.0,February,Saturday,12
3.0,0.76,NoPrecip,62.0,February,Saturday,14
1.15,0.75,NoPrecip,67.0,February,Saturday,15
1.54,0.76,NoPrecip,72.0,February,Saturday,16
1.54,0.76,NoPrecip,76.0,February,Saturday,16
1.54,0.76,NoPrecip,63.0,February,Saturday,16
0.38,0.78,NoPrecip,81.0,February,Saturday,17
1.4,0.81,NoPrecip,84.0,February,Saturday,18
1.4,0.81,NoPrecip,66.0,February,Saturday,18
-1.59,0.86,NoPrecip,55.0,February,Saturday,19
5.19,0.81,rain,30.0,February,Sunday,9
5.23,0.72,NoPrecip,36.0,February,Sunday,10
5.23,0.72,NoPrecip,42.0,February,Sunday,10
4.36,0.64,NoPrecip,48.0,February,Sunday,11
4.36,0.64,NoPrecip,53.0,February,Sunday,11
4.75,0.67,rain,54.0,February,Sunday,12
4.75,0.67,rain,58.0,February,Sunday,12
4.33,0.66,NoPrecip,54.0,February,Sunday,13
4.33,0.66,NoPrecip,45.0,February,Sunday,13
3.84,0.59,NoPrecip,59.0,February,Sunday,14
3.84,0.59,NoPrecip,54.0,February,Sunday,14
4.13,0.56,NoPrecip,62.0,February,Sunday,15
4.31,0.62,NoPrecip,63.0,February,Sunday,16
2.67,0.62,NoPrecip,69.0,February,Sunday,17
2.67,0.62,NoPrecip,49.0,February,Sunday,17
1.61,0.67,NoPrecip,55.0,February,Sunday,18
0.65,0.7,NoPrecip,61.0,February,Sunday,20
0.54,0.68,NoPrecip,85.0,February,Sunday,21
0.54,0.68,NoPrecip,78.0,February,Sunday,21
0.54,0.68,NoPrecip,82.0,February,Sunday,21
2.01,0.69,NoPrecip,63.0,February,Sunday,22
-1.0,0.8,NoPrecip,35.0,February,Monday,6
-1.98,0.86,NoPrecip,47.0,February,Monday,7
-1.98,0.86,NoPrecip,53.0,February,Monday,7
-0.5,0.83,NoPrecip,58.0,February,Monday,8
-0.5,0.83,NoPrecip,64.0,February,Monday,8
-0.5,0.83,NoPrecip,65.0,February,Monday,8
-0.83,0.75,NoPrecip,70.0,February,Monday,9
-0.83,0.75,NoPrecip,118.0,February,Monday,9
0.53,0.67,NoPrecip,95.0,February,Monday,11
0.53,0.67,NoPrecip,99.0,February,Monday,11
0.53,0.67,NoPrecip,104.0,February,Monday,11
1.81,0.61,NoPrecip,89.0,February,Monday,12
1.81,0.61,NoPrecip,118.0,February,Monday,12
2.54,0.56,NoPrecip,135.0,February,Monday,13
2.3,0.49,NoPrecip,129.0,February,Monday,14
2.3,0.49,NoPrecip,113.0,February,Monday,14
5.04,0.49,NoPrecip,132.0,February,Monday,15
4.03,0.49,NoPrecip,128.0,February,Monday,16
4.03,0.49,NoPrecip,135.0,February,Monday,16
6.01,0.49,NoPrecip,122.0,February,Monday,18
3.91,0.59,NoPrecip,107.0,February,Monday,19
3.01,0.64,NoPrecip,103.0,February,Monday,20
3.01,0.64,NoPrecip,108.0,February,Monday,20
2.01,0.64,NoPrecip,89.0,February,Monday,22
1.0,0.75,NoPrecip,28.0,February,Tuesday,6
1.0,0.75,NoPrecip,46.0,February,Tuesday,6
3.01,0.65,NoPrecip,67.0,February,Tuesday,7
3.01,0.65,NoPrecip,74.0,February,Tuesday,7
2.04,0.75,NoPrecip,78.0,February,Tuesday,8
3.65,0.63,NoPrecip,71.0,February,Tuesday,9
3.65,0.63,NoPrecip,71.0,February,Tuesday,9
5.16,0.53,NoPrecip,83.0,February,Tuesday,10
5.16,0.53,NoPrecip,82.0,February,Tuesday,10
7.9,0.46,NoPrecip,89.0,February,Tuesday,11
7.9,0.46,NoPrecip,98.0,February,Tuesday,11
11.01,0.4,NoPrecip,127.0,February,Tuesday,12
11.01,0.43,NoPrecip,126.0,February,Tuesday,13
11.01,0.43,NoPrecip,131.0,February,Tuesday,13
12.01,0.4,NoPrecip,125.0,February,Tuesday,14
12.01,0.38,NoPrecip,109.0,February,Tuesday,15
12.01,0.38,NoPrecip,117.0,February,Tuesday,15
11.95,0.44,NoPrecip,122.0,February,Tuesday,16
11.95,0.44,NoPrecip,130.0,February,Tuesday,16
11.01,0.47,NoPrecip,132.0,February,Tuesday,17
11.01,0.47,NoPrecip,136.0,February,Tuesday,17
10.01,0.46,NoPrecip,129.0,February,Tuesday,18
8.14,0.49,NoPrecip,133.0,February,Tuesday,19
6.5,0.53,NoPrecip,107.0,February,Tuesday,20
6.12,0.57,NoPrecip,137.0,February,Tuesday,21
7.01,0.57,NoPrecip,89.0,February,Tuesday,22
7.01,0.57,NoPrecip,68.0,February,Tuesday,22
1.8,0.65,NoPrecip,30.0,February,Wednesday,6
3.01,0.69,NoPrecip,46.0,February,Wednesday,7
3.01,0.69,NoPrecip,56.0,February,Wednesday,7
3.14,0.61,NoPrecip,62.0,February,Wednesday,8
3.14,0.61,NoPrecip,63.0,February,Wednesday,8
3.14,0.61,NoPrecip,72.0,February,Wednesday,8
5.18,0.63,NoPrecip,83.0,February,Wednesday,9
5.18,0.63,NoPrecip,94.0,February,Wednesday,9
10.01,0.53,NoPrecip,81.0,February,Wednesday,10
12.01,0.57,NoPrecip,88.0,February,Wednesday,11
11.01,0.58,NoPrecip,100.0,February,Wednesday,12
11.01,0.58,NoPrecip,106.0,February,Wednesday,12
12.61,0.6,NoPrecip,119.0,February,Wednesday,13
12.61,0.6,NoPrecip,122.0,February,Wednesday,13
12.61,0.6,NoPrecip,117.0,February,Wednesday,13
14.01,0.58,NoPrecip,103.0,February,Wednesday,14
14.01,0.58,NoPrecip,81.0,February,Wednesday,15
14.01,0.58,NoPrecip,97.0,February,Wednesday,15
4.85,0.76,NoPrecip,85.0,February,Wednesday,20
6.01,0.75,NoPrecip,98.0,February,Wednesday,21
-2.74,0.93,NoPrecip,15.0,March,Thursday,6
-2.74,0.93,NoPrecip,38.0,March,Thursday,6
-3.3,0.93,NoPrecip,53.0,March,Thursday,7
-3.3,0.93,NoPrecip,42.0,March,Thursday,7
-2.29,0.9,NoPrecip,59.0,March,Thursday,8
-2.45,0.86,NoPrecip,70.0,March,Thursday,9
-2.45,0.86,NoPrecip,64.0,March,Thursday,9
-2.06,0.84,NoPrecip,72.0,March,Thursday,10
-2.06,0.84,NoPrecip,78.0,March,Thursday,10
-2.06,0.84,NoPrecip,85.0,March,Thursday,10
-2.07,0.8,NoPrecip,111.0,March,Thursday,11
-1.81,0.8,NoPrecip,114.0,March,Thursday,12
-1.81,0.8,NoPrecip,109.0,March,Thursday,12
-1.81,0.8,NoPrecip,137.0,March,Thursday,12
-2.26,0.8,NoPrecip,130.0,March,Thursday,13
-1.56,0.77,NoPrecip,125.0,March,Thursday,14
-1.56,0.77,NoPrecip,108.0,March,Thursday,14
-1.63,0.75,NoPrecip,121.0,March,Thursday,15
-1.63,0.75,NoPrecip,96.0,March,Thursday,15
-2.34,0.75,NoPrecip,93.0,March,Thursday,16
-3.94,0.89,NoPrecip,96.0,March,Thursday,18
-4.6,0.93,NoPrecip,75.0,March,Thursday,19
-3.8,0.93,NoPrecip,87.0,March,Thursday,21
-3.8,0.93,NoPrecip,86.0,March,Thursday,21
-2.4,0.93,NoPrecip,80.0,March,Thursday,22
-5.64,0.88,NoPrecip,23.0,March,Friday,6
-4.0,0.85,NoPrecip,40.0,March,Friday,7
-4.0,0.85,NoPrecip,33.0,March,Friday,7
-6.47,0.84,NoPrecip,58.0,March,Friday,8
-6.47,0.84,NoPrecip,57.0,March,Friday,8
-5.14,0.74,NoPrecip,47.0,March,Friday,9
-5.14,0.74,NoPrecip,74.0,March,Friday,9
-4.2,0.76,NoPrecip,85.0,March,Friday,11
-4.2,0.76,NoPrecip,87.0,March,Friday,11
-4.2,0.76,NoPrecip,114.0,March,Friday,11
-3.18,0.71,NoPrecip,124.0,March,Friday,12
-3.18,0.71,NoPrecip,132.0,March,Friday,12
-2.01,0.66,rain,116.0,March,Friday,13
-2.06,0.66,NoPrecip,126.0,March,Friday,14
-2.06,0.66,NoPrecip,118.0,March,Friday,14
-2.18,0.64,NoPrecip,125.0,March,Friday,15
-2.73,0.57,NoPrecip,126.0,March,Friday,16
-2.73,0.57,NoPrecip,134.0,March,Friday,16
-2.73,0.57,NoPrecip,142.0,March,Friday,16
-3.43,0.56,NoPrecip,137.0,March,Friday,17
-4.75,0.64,NoPrecip,140.0,March,Friday,18
-4.75,0.64,NoPrecip,149.0,March,Friday,18
-4.25,0.66,NoPrecip,142.0,March,Friday,19
-7.06,0.75,NoPrecip,49.0,March,Saturday,9
-7.06,0.75,NoPrecip,67.0,March,Saturday,9
-4.7,0.64,NoPrecip,83.0,March,Saturday,10
-1.1,0.51,NoPrecip,103.0,March,Saturday,13
-1.1,0.51,NoPrecip,98.0,March,Saturday,13
-1.1,0.51,NoPrecip,78.0,March,Saturday,13
0.35,0.44,NoPrecip,76.0,March,Saturday,14
0.35,0.44,NoPrecip,75.0,March,Saturday,15
0.4,0.48,NoPrecip,104.0,March,Saturday,16
0.4,0.48,NoPrecip,105.0,March,Saturday,16
-1.19,0.61,NoPrecip,114.0,March,Saturday,17
-1.19,0.61,NoPrecip,119.0,March,Saturday,17
-3.22,0.71,NoPrecip,131.0,March,Saturday,18
-5.94,0.74,NoPrecip,103.0,March,Saturday,19
-5.05,0.54,NoPrecip,32.0,March,Sunday,9
-3.87,0.53,NoPrecip,65.0,March,Sunday,11
-2.49,0.44,NoPrecip,66.0,March,Sunday,12
-0.69,0.44,NoPrecip,83.0,March,Sunday,13
-1.88,0.44,NoPrecip,83.0,March,Sunday,14
-1.88,0.44,NoPrecip,79.0,March,Sunday,14
-1.88,0.38,NoPrecip,83.0,March,Sunday,15
-0.8,0.41,NoPrecip,90.0,March,Sunday,16
-1.04,0.41,NoPrecip,98.0,March,Sunday,17
-2.53,0.47,NoPrecip,95.0,March,Sunday,18
-2.53,0.47,NoPrecip,81.0,March,Sunday,18
-4.64,0.6,NoPrecip,54.0,March,Sunday,19
-4.84,0.63,NoPrecip,87.0,March,Sunday,20
-4.84,0.63,NoPrecip,87.0,March,Sunday,20
-6.25,0.68,NoPrecip,74.0,March,Sunday,21
-7.52,0.7,NoPrecip,89.0,March,Sunday,22
-7.52,0.7,NoPrecip,88.0,March,Sunday,22
-7.46,0.66,NoPrecip,48.0,March,Sunday,23
-6.98,0.74,NoPrecip,33.0,March,Monday,6
-6.98,0.73,NoPrecip,45.0,March,Monday,7
-6.98,0.73,NoPrecip,73.0,March,Monday,7
-5.43,0.65,NoPrecip,60.0,March,Monday,8
-2.11,0.59,NoPrecip,101.0,March,Monday,12
-2.11,0.59,NoPrecip,115.0,March,Monday,12
1.0,0.64,NoPrecip,144.0,March,Monday,13
1.0,0.64,NoPrecip,114.0,March,Monday,13
-0.74,0.55,NoPrecip,116.0,March,Monday,14
1.29,0.57,NoPrecip,120.0,March,Monday,15
1.29,0.57,NoPrecip,126.0,March,Monday,15
1.29,0.57,NoPrecip,133.0,March,Monday,15
3.63,0.46,NoPrecip,116.0,March,Monday,16
1.15,0.52,NoPrecip,138.0,March,Monday,17
1.15,0.52,NoPrecip,150.0,March,Monday,17
1.15,0.52,NoPrecip,152.0,March,Monday,17
1.76,0.56,NoPrecip,131.0,March,Monday,18
0.0,0.59,NoPrecip,114.0,March,Monday,19
0.0,0.59,NoPrecip,114.0,March,Monday,19
-1.0,0.64,NoPrecip,109.0,March,Monday,20
-1.0,0.64,NoPrecip,127.0,March,Monday,20
-1.0,0.64,NoPrecip,122.0,March,Monday,20
-1.98,0.69,NoPrecip,104.0,March,Monday,21
-1.98,0.69,NoPrecip,145.0,March,Monday,21
-3.97,0.86,NoPrecip,88.0,March,Monday,22
-3.97,0.79,NoPrecip,55.0,March,Monday,23
-6.65,0.74,NoPrecip,28.0,March,Tuesday,6
-7.65,0.74,NoPrecip,70.0,March,Tuesday,7
-7.65,0.74,NoPrecip,82.0,March,Tuesday,7
-8.17,0.74,NoPrecip,77.0,March,Tuesday,8
-8.17,0.74,NoPrecip,53.0,March,Tuesday,8
-7.21,0.71,NoPrecip,65.0,March,Tuesday,9
-7.21,0.71,NoPrecip,66.0,March,Tuesday,9
-7.06,0.69,NoPrecip,74.0,March,Tuesday,10
-7.06,0.69,NoPrecip,99.0,March,Tuesday,10
-6.35,0.66,NoPrecip,108.0,March,Tuesday,11
-6.35,0.66,NoPrecip,132.0,March,Tuesday,11
-5.38,0.71,NoPrecip,116.0,March,Tuesday,12
-4.77,0.69,NoPrecip,126.0,March,Tuesday,13
-4.77,0.69,NoPrecip,97.0,March,Tuesday,13
-4.72,0.69,NoPrecip,103.0,March,Tuesday,14
-3.32,0.76,NoPrecip,83.0,March,Tuesday,15
-3.32,0.76,NoPrecip,81.0,March,Tuesday,15
-3.75,0.8,NoPrecip,87.0,March,Tuesday,16
-3.75,0.8,NoPrecip,90.0,March,Tuesday,16
-2.95,0.73,NoPrecip,101.0,March,Tuesday,18
-2.95,0.73,NoPrecip,105.0,March,Tuesday,18
-2.95,0.73,NoPrecip,109.0,March,Tuesday,18
-2.3,0.82,NoPrecip,123.0,March,Tuesday,20
-2.3,0.82,NoPrecip,118.0,March,Tuesday,20
-2.97,0.86,NoPrecip,130.0,March,Tuesday,21
-2.97,0.86,NoPrecip,136.0,March,Tuesday,21
-3.1,0.93,NoPrecip,27.0,March,Wednesday,6
-1.0,0.93,NoPrecip,49.0,March,Wednesday,7
-1.0,0.93,NoPrecip,52.0,March,Wednesday,7
-1.0,0.93,NoPrecip,52.0,March,Wednesday,8
-1.0,0.93,NoPrecip,50.0,March,Wednesday,8
-1.0,0.93,NoPrecip,50.0,March,Wednesday,8
0.03,0.93,NoPrecip,55.0,March,Wednesday,9
0.03,0.93,NoPrecip,76.0,March,Wednesday,9
1.0,0.86,NoPrecip,66.0,March,Wednesday,10
1.0,0.86,NoPrecip,79.0,March,Wednesday,10
1.0,0.8,NoPrecip,82.0,March,Wednesday,11
1.0,0.8,NoPrecip,89.0,March,Wednesday,11
-0.08,0.75,NoPrecip,109.0,March,Wednesday,12
-0.08,0.75,NoPrecip,148.0,March,Wednesday,12
0.63,0.77,rain,140.0,March,Wednesday,13
-0.81,0.8,rain,112.0,March,Wednesday,14
-0.81,0.8,rain,113.0,March,Wednesday,14
-1.37,0.93,NoPrecip,109.0,March,Wednesday,15
-0.51,0.85,NoPrecip,115.0,March,Wednesday,16
-0.51,0.85,NoPrecip,139.0,March,Wednesday,16
-2.94,0.86,NoPrecip,156.0,March,Wednesday,17
-4.03,0.86,NoPrecip,140.0,March,Wednesday,18
-4.03,0.86,NoPrecip,114.0,March,Wednesday,18
-4.87,0.89,NoPrecip,103.0,March,Wednesday,19
-9.08,0.79,NoPrecip,14.0,March,Thursday,6
-9.08,0.79,NoPrecip,25.0,March,Thursday,6
-10.06,0.79,NoPrecip,63.0,March,Thursday,7
-8.66,0.76,NoPrecip,64.0,March,Thursday,8
-8.66,0.76,NoPrecip,69.0,March,Thursday,8
-8.66,0.76,NoPrecip,71.0,March,Thursday,8
-8.31,0.73,NoPrecip,68.0,March,Thursday,9
-7.61,0.74,NoPrecip,77.0,March,Thursday,10
-7.61,0.74,NoPrecip,81.0,March,Thursday,10
-7.61,0.74,NoPrecip,76.0,March,Thursday,10
-6.91,0.74,NoPrecip,99.0,March,Thursday,11
-5.35,0.78,NoPrecip,102.0,March,Thursday,12
-5.35,0.78,NoPrecip,107.0,March,Thursday,12
-5.35,0.78,NoPrecip,106.0,March,Thursday,12
-5.49,0.86,NoPrecip,99.0,March,Thursday,13
-4.3,0.72,snow,106.0,March,Thursday,14
-4.3,0.72,snow,119.0,March,Thursday,14
-4.94,0.74,NoPrecip,99.0,March,Thursday,15
-4.4,0.86,NoPrecip,107.0,March,Thursday,16
-4.4,0.86,NoPrecip,105.0,March,Thursday,16
-5.11,0.86,NoPrecip,97.0,March,Thursday,19
-4.82,0.8,NoPrecip,86.0,March,Thursday,21
-4.82,0.8,NoPrecip,81.0,March,Thursday,21
-4.31,0.74,NoPrecip,84.0,March,Thursday,22
-6.17,0.86,NoPrecip,23.0,March,Friday,6
-8.66,0.89,NoPrecip,46.0,March,Friday,7
-8.66,0.89,NoPrecip,53.0,March,Friday,7
-8.66,0.89,NoPrecip,51.0,March,Friday,7
-5.78,0.84,NoPrecip,60.0,March,Friday,9
-5.78,0.84,NoPrecip,61.0,March,Friday,9
-7.09,0.81,NoPrecip,61.0,March,Friday,10
-7.09,0.81,NoPrecip,76.0,March,Friday,10
-4.58,0.78,NoPrecip,81.0,March,Friday,11
-4.58,0.78,NoPrecip,88.0,March,Friday,11
-4.58,0.78,NoPrecip,121.0,March,Friday,11
-4.48,0.78,NoPrecip,128.0,March,Friday,12
-5.48,0.77,NoPrecip,102.0,March,Friday,13
-5.48,0.77,NoPrecip,103.0,March,Friday,13
-5.46,0.74,NoPrecip,113.0,March,Friday,14
-5.46,0.74,NoPrecip,117.0,March,Friday,14
-5.46,0.74,NoPrecip,131.0,March,Friday,14
-5.21,0.74,NoPrecip,126.0,March,Friday,15
-5.21,0.74,NoPrecip,119.0,March,Friday,15
-6.2,0.81,NoPrecip,133.0,March,Friday,16
-6.1,0.8,NoPrecip,156.0,March,Friday,17
-6.1,0.8,NoPrecip,150.0,March,Friday,17
-6.1,0.8,NoPrecip,147.0,March,Friday,17
-5.71,0.71,NoPrecip,139.0,March,Friday,18
-4.26,0.8,NoPrecip,136.0,March,Friday,19
-4.26,0.8,NoPrecip,118.0,March,Friday,19
-4.55,0.58,NoPrecip,49.0,March,Saturday,9
-5.36,0.66,NoPrecip,89.0,March,Saturday,10
-5.36,0.66,NoPrecip,91.0,March,Saturday,10
-3.75,0.56,NoPrecip,90.0,March,Saturday,11
-3.75,0.56,NoPrecip,92.0,March,Saturday,11
-4.81,0.59,NoPrecip,92.0,March,Saturday,12
-4.81,0.59,NoPrecip,82.0,March,Saturday,12
-4.56,0.55,NoPrecip,85.0,March,Saturday,13
-4.56,0.55,NoPrecip,81.0,March,Saturday,13
-4.56,0.55,NoPrecip,95.0,March,Saturday,13
-2.16,0.57,snow,81.0,March,Saturday,14
-4.52,0.64,NoPrecip,89.0,March,Saturday,15
-3.96,0.68,NoPrecip,92.0,March,Saturday,16
-3.96,0.68,NoPrecip,192.0,March,Saturday,16
-4.18,0.69,NoPrecip,115.0,March,Saturday,17
-4.18,0.69,NoPrecip,109.0,March,Saturday,17
-4.87,0.79,NoPrecip,109.0,March,Saturday,18
-5.18,0.76,NoPrecip,45.0,March,Saturday,19
-6.98,0.98,NoPrecip,35.0,March,Sunday,9
-6.98,0.98,NoPrecip,46.0,March,Sunday,9
-3.05,0.75,NoPrecip,44.0,March,Sunday,10
-3.86,0.68,NoPrecip,44.0,March,Sunday,11
-3.86,0.67,NoPrecip,51.0,March,Sunday,12
-3.86,0.67,NoPrecip,50.0,March,Sunday,12
-3.86,0.67,NoPrecip,52.0,March,Sunday,12
-2.26,0.53,NoPrecip,48.0,March,Sunday,13
-2.26,0.53,NoPrecip,50.0,March,Sunday,13
-3.07,0.59,NoPrecip,53.0,March,Sunday,14
-3.07,0.59,NoPrecip,49.0,March,Sunday,14
-1.97,0.6,NoPrecip,48.0,March,Sunday,15
-1.97,0.6,NoPrecip,61.0,March,Sunday,15
-2.93,0.58,NoPrecip,78.0,March,Sunday,18
-1.98,0.63,NoPrecip,83.0,March,Sunday,20
-2.97,0.74,NoPrecip,92.0,March,Sunday,21
-2.97,0.74,NoPrecip,81.0,March,Sunday,21
-2.97,0.74,NoPrecip,78.0,March,Sunday,21
-6.98,0.86,NoPrecip,21.0,March,Monday,6
-5.98,0.86,NoPrecip,45.0,March,Monday,7
-4.98,0.79,NoPrecip,60.0,March,Monday,8
-4.98,0.79,NoPrecip,56.0,March,Monday,8
-4.98,0.79,NoPrecip,77.0,March,Monday,8
-3.97,0.74,NoPrecip,64.0,March,Monday,9
-2.97,0.71,NoPrecip,104.0,March,Monday,10
-2.97,0.71,NoPrecip,79.0,March,Monday,10
-2.97,0.71,NoPrecip,111.0,March,Monday,10
-1.98,0.63,NoPrecip,105.0,March,Monday,11
-1.98,0.63,NoPrecip,110.0,March,Monday,11
-0.81,0.58,NoPrecip,108.0,March,Monday,12
-0.81,0.58,NoPrecip,116.0,March,Monday,12
-0.14,0.62,NoPrecip,151.0,March,Monday,13
-0.14,0.62,NoPrecip,138.0,March,Monday,13
-1.0,0.59,NoPrecip,107.0,March,Monday,14
