apparentTemperature,humidity,precipType,wr,month,week_day,time
-23.27,0.83,NoPrecip,9.0,January,Tuesday,6
-23.27,0.83,NoPrecip,10.0,January,Tuesday,6
-24.22,0.83,NoPrecip,10.0,January,Tuesday,7
-24.22,0.83,NoPrecip,7.0,January,Tuesday,7
-19.47,0.85,NoPrecip,18.0,January,Tuesday,8
-19.62,0.84,NoPrecip,21.0,January,Tuesday,9
-19.62,0.84,NoPrecip,27.0,January,Tuesday,9
-19.62,0.84,NoPrecip,25.0,January,Tuesday,9
-17.83,0.84,NoPrecip,27.0,January,Tuesday,10
-17.83,0.84,NoPrecip,27.0,January,Tuesday,10
-17.39,0.75,NoPrecip,35.0,January,Tuesday,11
-18.87,0.77,NoPrecip,37.0,January,Tuesday,12
-16.83,0.78,NoPrecip,46.0,January,Tuesday,13
-16.83,0.78,NoPrecip,50.0,January,Tuesday,13
-16.83,0.78,NoPrecip,43.0,January,Tuesday,13
-17.14,0.84,NoPrecip,45.0,January,Tuesday,14
-17.14,0.84,NoPrecip,51.0,January,Tuesday,14
-18.22,0.78,NoPrecip,56.0,January,Tuesday,16
-18.22,0.78,NoPrecip,54.0,January,Tuesday,16
-20.83,0.78,NoPrecip,63.0,January,Tuesday,17
-20.83,0.78,NoPrecip,68.0,January,Tuesday,17
-18.55,0.74,NoPrecip,7.0,January,Wednesday,6
-18.55,0.74,NoPrecip,12.0,January,Wednesday,6
-18.99,0.76,NoPrecip,17.0,January,Wednesday,7
-18.99,0.76,NoPrecip,23.0,January,Wednesday,7
-18.07,0.72,NoPrecip,27.0,January,Wednesday,8
-18.07,0.72,NoPrecip,29.0,January,Wednesday,8
-17.62,0.72,NoPrecip,34.0,January,Wednesday,9
-17.62,0.72,NoPrecip,18.0,January,Wednesday,9
-16.07,0.71,NoPrecip,23.0,January,Wednesday,10
-16.07,0.71,NoPrecip,24.0,January,Wednesday,10
-15.87,0.7,NoPrecip,33.0,January,Wednesday,11
-18.08,0.73,NoPrecip,38.0,January,Wednesday,12
-18.08,0.73,NoPrecip,37.0,January,Wednesday,12
-14.82,0.75,NoPrecip,34.0,January,Wednesday,13
-14.93,0.76,NoPrecip,35.0,January,Wednesday,14
-14.93,0.76,NoPrecip,45.0,January,Wednesday,14
-14.46,0.8,NoPrecip,67.0,January,Wednesday,15
-14.46,0.8,NoPrecip,56.0,January,Wednesday,15
-14.64,0.82,NoPrecip,50.0,January,Wednesday,16
-14.64,0.82,NoPrecip,44.0,January,Wednesday,16
-14.05,0.8,NoPrecip,48.0,January,Wednesday,17
-14.05,0.8,NoPrecip,57.0,January,Wednesday,17
-14.05,0.8,NoPrecip,54.0,January,Wednesday,17
-13.51,0.78,NoPrecip,5.0,January,Thursday,6
-17.33,0.83,NoPrecip,9.0,January,Thursday,7
-17.33,0.83,NoPrecip,22.0,January,Thursday,7
-14.77,0.78,NoPrecip,22.0,January,Thursday,8
-16.15,0.72,NoPrecip,21.0,January,Thursday,9
-16.15,0.72,NoPrecip,18.0,January,Thursday,9
-16.75,0.78,NoPrecip,14.0,January,Thursday,10
-16.75,0.78,NoPrecip,25.0,January,Thursday,10
-16.75,0.78,NoPrecip,35.0,January,Thursday,10
-17.72,0.73,NoPrecip,38.0,January,Thursday,11
-18.14,0.78,NoPrecip,32.0,January,Thursday,12
-18.14,0.78,NoPrecip,30.0,January,Thursday,12
-18.14,0.78,NoPrecip,32.0,January,Thursday,12
-18.11,0.71,NoPrecip,44.0,January,Thursday,13
-19.3,0.76,NoPrecip,40.0,January,Thursday,15
-19.3,0.76,NoPrecip,69.0,January,Thursday,15
-19.32,0.74,NoPrecip,72.0,January,Thursday,16
-19.32,0.74,NoPrecip,80.0,January,Thursday,16
-21.35,0.79,NoPrecip,79.0,January,Thursday,17
-21.35,0.79,NoPrecip,82.0,January,Thursday,17
-27.09,0.77,NoPrecip,7.0,January,Friday,6
-26.62,0.74,NoPrecip,10.0,January,Friday,7
-26.62,0.74,NoPrecip,15.0,January,Friday,7
-27.09,0.85,NoPrecip,14.0,January,Friday,8
-27.09,0.85,NoPrecip,15.0,January,Friday,8
-25.23,0.8,NoPrecip,15.0,January,Friday,9
-25.23,0.8,NoPrecip,18.0,January,Friday,9
-25.23,0.8,NoPrecip,29.0,January,Friday,9
-26.46,0.82,NoPrecip,28.0,January,Friday,10
-26.46,0.82,NoPrecip,49.0,January,Friday,10
-17.98,0.8,NoPrecip,49.0,January,Friday,11
-21.28,0.78,NoPrecip,56.0,January,Friday,12
-21.28,0.78,NoPrecip,55.0,January,Friday,12
-21.89,0.73,NoPrecip,64.0,January,Friday,13
-22.99,0.63,NoPrecip,79.0,January,Friday,14
-22.99,0.63,NoPrecip,82.0,January,Friday,14
-22.99,0.63,NoPrecip,86.0,January,Friday,14
-15.04,0.78,NoPrecip,87.0,January,Friday,15
-15.04,0.78,NoPrecip,57.0,January,Friday,15
-21.23,0.71,NoPrecip,56.0,January,Friday,16
-19.95,0.81,NoPrecip,19.0,January,Saturday,9
-18.62,0.81,NoPrecip,33.0,January,Saturday,10
-18.62,0.81,NoPrecip,34.0,January,Saturday,10
-18.62,0.81,NoPrecip,42.0,January,Saturday,10
-17.69,0.81,NoPrecip,36.0,January,Saturday,11
-16.45,0.77,NoPrecip,46.0,January,Saturday,12
-16.45,0.77,NoPrecip,45.0,January,Saturday,12
-16.21,0.78,NoPrecip,52.0,January,Saturday,13
-16.21,0.78,NoPrecip,62.0,January,Saturday,13
-15.39,0.75,NoPrecip,54.0,January,Saturday,14
-15.39,0.75,NoPrecip,64.0,January,Saturday,14
-14.53,0.75,NoPrecip,70.0,January,Saturday,15
-21.23,0.65,NoPrecip,59.0,January,Saturday,16
-19.07,0.79,NoPrecip,26.0,January,Sunday,9
-17.36,0.81,NoPrecip,38.0,January,Sunday,10
-17.36,0.81,NoPrecip,45.0,January,Sunday,10
-16.86,0.78,NoPrecip,52.0,January,Sunday,11
-16.86,0.78,NoPrecip,67.0,January,Sunday,11
-16.95,0.79,NoPrecip,64.0,January,Sunday,12
-16.95,0.79,NoPrecip,69.0,January,Sunday,12
-16.41,0.75,NoPrecip,64.0,January,Sunday,13
-16.09,0.77,NoPrecip,55.0,January,Sunday,14
-16.09,0.77,NoPrecip,53.0,January,Sunday,14
-16.09,0.77,NoPrecip,55.0,January,Sunday,14
-14.24,0.79,NoPrecip,66.0,January,Sunday,16
-14.24,0.79,NoPrecip,75.0,January,Sunday,16
-13.3,0.83,NoPrecip,81.0,January,Sunday,17
-13.3,0.83,NoPrecip,92.0,January,Sunday,17
-10.96,0.69,NoPrecip,110.0,January,Sunday,18
-11.89,0.71,NoPrecip,59.0,January,Sunday,20
-10.87,0.71,NoPrecip,48.0,January,Sunday,21
-10.87,0.71,NoPrecip,43.0,January,Sunday,21
-9.59,0.7,NoPrecip,42.0,January,Sunday,22
-9.59,0.7,NoPrecip,44.0,January,Sunday,22
-5.57,0.93,NoPrecip,28.0,January,Monday,6
-4.14,0.91,NoPrecip,45.0,January,Monday,7
-4.14,0.91,NoPrecip,51.0,January,Monday,7
-4.43,0.93,NoPrecip,58.0,January,Monday,8
-4.43,0.93,NoPrecip,62.0,January,Monday,8
-4.43,0.93,NoPrecip,58.0,January,Monday,8
-2.52,0.93,NoPrecip,68.0,January,Monday,9
-1.64,0.93,NoPrecip,106.0,January,Monday,10
-1.64,0.93,NoPrecip,121.0,January,Monday,10
-2.23,0.93,NoPrecip,127.0,January,Monday,11
-2.23,0.93,NoPrecip,138.0,January,Monday,11
-5.17,0.9,NoPrecip,140.0,January,Monday,12
-5.17,0.9,NoPrecip,129.0,January,Monday,12
-2.06,0.86,NoPrecip,122.0,January,Monday,13
-4.03,0.86,NoPrecip,136.0,January,Monday,14
-4.03,0.86,NoPrecip,118.0,January,Monday,14
-1.86,0.9,NoPrecip,140.0,January,Monday,16
-1.41,0.87,NoPrecip,142.0,January,Monday,17
-1.41,0.87,NoPrecip,145.0,January,Monday,17
-2.48,0.9,NoPrecip,147.0,January,Monday,18
-2.48,0.9,NoPrecip,142.0,January,Monday,18
-4.94,0.9,NoPrecip,102.0,January,Monday,20
-7.69,0.93,NoPrecip,16.0,January,Tuesday,6
-7.69,0.93,NoPrecip,44.0,January,Tuesday,6
-5.19,0.92,NoPrecip,50.0,January,Tuesday,7
-4.98,0.93,NoPrecip,54.0,January,Tuesday,8
-4.98,0.93,NoPrecip,60.0,January,Tuesday,8
-4.98,0.93,NoPrecip,82.0,January,Tuesday,8
-4.98,0.89,NoPrecip,83.0,January,Tuesday,9
-3.97,0.88,NoPrecip,92.0,January,Tuesday,10
-3.97,0.88,NoPrecip,112.0,January,Tuesday,10
-3.97,0.88,NoPrecip,120.0,January,Tuesday,10
-2.51,0.71,NoPrecip,124.0,January,Tuesday,11
-4.07,0.78,NoPrecip,137.0,January,Tuesday,12
-5.41,0.74,snow,134.0,January,Tuesday,13
-5.41,0.74,snow,129.0,January,Tuesday,13
-2.94,0.64,NoPrecip,113.0,January,Tuesday,14
-2.94,0.64,NoPrecip,112.0,January,Tuesday,14
-0.82,0.69,NoPrecip,120.0,January,Tuesday,15
-0.82,0.69,NoPrecip,131.0,January,Tuesday,15
-1.42,0.7,NoPrecip,139.0,January,Tuesday,16
-2.97,0.75,NoPrecip,165.0,January,Tuesday,17
-2.97,0.75,NoPrecip,174.0,January,Tuesday,17
-2.97,0.75,NoPrecip,156.0,January,Tuesday,17
-5.98,0.88,NoPrecip,117.0,January,Tuesday,18
-6.2,0.8,NoPrecip,133.0,January,Tuesday,19
-6.2,0.8,NoPrecip,111.0,January,Tuesday,19
-8.97,0.92,NoPrecip,109.0,January,Tuesday,20
-8.97,0.92,NoPrecip,104.0,January,Tuesday,20
-8.36,0.86,NoPrecip,101.0,January,Tuesday,21
-8.36,0.86,NoPrecip,98.0,January,Tuesday,21
-9.14,0.85,NoPrecip,73.0,January,Tuesday,22
-9.14,0.85,NoPrecip,67.0,January,Tuesday,22
-8.97,0.92,NoPrecip,27.0,January,Wednesday,6
-7.59,0.83,NoPrecip,48.0,January,Wednesday,7
-7.31,0.91,NoPrecip,65.0,January,Wednesday,8
-7.31,0.91,NoPrecip,65.0,January,Wednesday,8
-5.98,0.93,NoPrecip,76.0,January,Wednesday,9
-5.98,0.93,NoPrecip,70.0,January,Wednesday,9
-4.98,0.93,NoPrecip,100.0,January,Wednesday,10
-4.98,0.93,NoPrecip,112.0,January,Wednesday,10
-4.98,0.93,NoPrecip,115.0,January,Wednesday,10
-5.87,0.93,NoPrecip,101.0,January,Wednesday,11
-3.49,0.74,NoPrecip,128.0,January,Wednesday,12
-3.49,0.74,NoPrecip,134.0,January,Wednesday,12
-3.49,0.74,NoPrecip,144.0,January,Wednesday,12
-3.05,0.93,NoPrecip,161.0,January,Wednesday,13
-3.05,0.93,NoPrecip,121.0,January,Wednesday,13
-1.43,0.95,NoPrecip,127.0,January,Wednesday,14
-1.43,0.95,NoPrecip,134.0,January,Wednesday,14
1.0,0.96,NoPrecip,124.0,January,Wednesday,15
1.0,0.96,NoPrecip,142.0,January,Wednesday,15
0.16,1.0,NoPrecip,161.0,January,Wednesday,16
1.43,0.95,NoPrecip,170.0,January,Wednesday,17
1.43,0.95,NoPrecip,215.0,January,Wednesday,17
1.43,0.95,NoPrecip,170.0,January,Wednesday,17
1.32,0.97,NoPrecip,153.0,January,Wednesday,18
1.32,0.97,NoPrecip,140.0,January,Wednesday,18
2.25,0.94,NoPrecip,45.0,January,Wednesday,19
3.61,0.93,NoPrecip,118.0,January,Wednesday,20
3.12,0.9,NoPrecip,131.0,January,Wednesday,21
5.47,0.81,NoPrecip,17.0,January,Thursday,6
5.14,0.86,NoPrecip,31.0,January,Thursday,7
5.14,0.86,NoPrecip,51.0,January,Thursday,7
5.32,0.87,NoPrecip,49.0,January,Thursday,8
5.32,0.87,NoPrecip,72.0,January,Thursday,8
5.12,0.87,NoPrecip,67.0,January,Thursday,9
5.12,0.87,NoPrecip,78.0,January,Thursday,9
5.12,0.87,NoPrecip,92.0,January,Thursday,9
6.23,0.81,NoPrecip,112.0,January,Thursday,10
6.23,0.81,NoPrecip,149.0,January,Thursday,10
7.51,0.81,NoPrecip,143.0,January,Thursday,11
7.51,0.81,NoPrecip,157.0,January,Thursday,11
7.53,0.81,NoPrecip,129.0,January,Thursday,12
7.53,0.81,NoPrecip,131.0,January,Thursday,12
7.76,0.87,NoPrecip,135.0,January,Thursday,13
7.76,0.87,NoPrecip,127.0,January,Thursday,13
8.32,0.81,NoPrecip,133.0,January,Thursday,14
8.32,0.81,NoPrecip,149.0,January,Thursday,14
6.39,0.87,NoPrecip,153.0,January,Thursday,15
6.39,0.87,NoPrecip,156.0,January,Thursday,15
7.42,0.93,NoPrecip,160.0,January,Thursday,16
8.03,0.96,rain,128.0,January,Thursday,18
8.03,0.96,rain,107.0,January,Thursday,18
8.11,1.0,rain,89.0,January,Thursday,19
10.01,0.93,rain,125.0,January,Thursday,20
10.01,0.96,rain,111.0,January,Thursday,21
9.02,1.0,rain,23.0,January,Friday,6
0.59,1.0,rain,30.0,January,Friday,7
0.59,1.0,rain,46.0,January,Friday,7
-4.03,1.0,rain,49.0,January,Friday,8
-4.03,1.0,rain,53.0,January,Friday,8
-3.85,0.93,rain,67.0,January,Friday,9
-3.85,0.93,rain,53.0,January,Friday,9
-4.13,0.86,sleet,66.0,January,Friday,10
-5.78,0.91,NoPrecip,104.0,January,Friday,11
-5.78,0.91,NoPrecip,125.0,January,Friday,11
-7.27,0.88,NoPrecip,96.0,January,Friday,12
-8.9,0.86,NoPrecip,134.0,January,Friday,13
-9.98,0.86,NoPrecip,149.0,January,Friday,14
-9.98,0.86,NoPrecip,148.0,January,Friday,14
-11.4,0.86,NoPrecip,139.0,January,Friday,15
-12.49,0.9,NoPrecip,151.0,January,Friday,16
-12.97,0.88,NoPrecip,161.0,January,Friday,17
-12.97,0.88,NoPrecip,196.0,January,Friday,17
-14.33,0.89,NoPrecip,176.0,January,Friday,18
-15.6,0.82,NoPrecip,112.0,January,Friday,19
-19.83,0.73,NoPrecip,38.0,January,Saturday,9
-19.16,0.61,NoPrecip,81.0,January,Saturday,10
-19.16,0.61,NoPrecip,75.0,January,Saturday,10
-18.89,0.72,NoPrecip,84.0,January,Saturday,11
-18.86,0.72,NoPrecip,90.0,January,Saturday,12
-18.86,0.72,NoPrecip,97.0,January,Saturday,12
-17.2,0.68,NoPrecip,106.0,January,Saturday,13
-17.2,0.68,NoPrecip,101.0,January,Saturday,13
-17.2,0.68,NoPrecip,114.0,January,Saturday,13
-18.28,0.69,NoPrecip,104.0,January,Saturday,14
-18.28,0.69,NoPrecip,88.0,January,Saturday,14
-17.27,0.69,NoPrecip,103.0,January,Saturday,15
-17.05,0.68,NoPrecip,119.0,January,Saturday,16
-17.05,0.68,NoPrecip,125.0,January,Saturday,16
-17.39,0.72,NoPrecip,149.0,January,Saturday,17
-17.39,0.72,NoPrecip,96.0,January,Saturday,17
-17.36,0.72,NoPrecip,42.0,January,Sunday,9
-17.36,0.72,NoPrecip,63.0,January,Sunday,9
-14.02,0.75,NoPrecip,62.0,January,Sunday,10
-14.99,0.57,NoPrecip,66.0,January,Sunday,11
-14.99,0.57,NoPrecip,76.0,January,Sunday,11
-12.25,0.52,NoPrecip,81.0,January,Sunday,12
-12.25,0.52,NoPrecip,78.0,January,Sunday,12
-13.86,0.45,NoPrecip,84.0,January,Sunday,13
-13.86,0.45,NoPrecip,100.0,January,Sunday,13
-10.71,0.56,NoPrecip,107.0,January,Sunday,14
-10.71,0.56,NoPrecip,110.0,January,Sunday,14
-10.77,0.57,NoPrecip,120.0,January,Sunday,15
-10.77,0.57,NoPrecip,122.0,January,Sunday,15
-10.77,0.57,NoPrecip,119.0,January,Sunday,15
-12.17,0.67,NoPrecip,146.0,January,Sunday,16
-12.68,0.65,NoPrecip,71.0,January,Sunday,17
-12.68,0.65,NoPrecip,69.0,January,Sunday,17
-14.22,0.73,NoPrecip,80.0,January,Sunday,18
-11.98,0.78,NoPrecip,93.0,January,Sunday,19
-13.0,0.79,NoPrecip,63.0,January,Sunday,21
-16.1,0.77,NoPrecip,58.0,January,Sunday,22
-14.85,0.72,NoPrecip,59.0,January,Monday,7
-14.85,0.72,NoPrecip,61.0,January,Monday,7
-15.66,0.78,NoPrecip,77.0,January,Monday,8
-15.66,0.78,NoPrecip,81.0,January,Monday,8
-16.35,0.72,NoPrecip,67.0,January,Monday,9
-16.35,0.72,NoPrecip,84.0,January,Monday,9
-16.35,0.72,NoPrecip,95.0,January,Monday,9
-15.11,0.72,NoPrecip,110.0,January,Monday,11
-15.11,0.72,NoPrecip,156.0,January,Monday,11
-14.37,0.72,NoPrecip,152.0,January,Monday,12
-14.37,0.72,NoPrecip,143.0,January,Monday,12
-13.66,0.79,NoPrecip,175.0,January,Monday,13
-12.17,0.79,NoPrecip,172.0,January,Monday,14
-12.17,0.79,NoPrecip,159.0,January,Monday,14
-11.48,0.85,NoPrecip,168.0,January,Monday,16
-11.48,0.85,NoPrecip,173.0,January,Monday,16
-11.48,0.85,NoPrecip,194.0,January,Monday,16
-10.96,0.85,NoPrecip,181.0,January,Monday,17
-11.83,0.85,NoPrecip,188.0,January,Monday,18
-11.83,0.85,NoPrecip,196.0,January,Monday,18
-12.09,0.85,NoPrecip,187.0,January,Monday,19
-12.09,0.85,NoPrecip,168.0,January,Monday,19
-11.75,0.85,NoPrecip,158.0,January,Monday,20
-11.75,0.85,NoPrecip,147.0,January,Monday,20
-11.6,0.89,NoPrecip,159.0,January,Monday,21
-7.98,0.93,NoPrecip,47.0,January,Tuesday,6
-6.98,0.86,NoPrecip,71.0,January,Tuesday,7
-6.98,0.86,NoPrecip,81.0,January,Tuesday,7
-6.98,0.92,NoPrecip,97.0,January,Tuesday,8
-6.98,0.86,NoPrecip,103.0,January,Tuesday,9
-7.98,0.89,NoPrecip,110.0,January,Tuesday,10
-7.98,0.89,NoPrecip,121.0,January,Tuesday,10
-10.77,0.72,NoPrecip,118.0,January,Tuesday,11
-10.77,0.72,NoPrecip,106.0,January,Tuesday,11
-7.98,0.73,NoPrecip,117.0,January,Tuesday,12
-7.98,0.73,NoPrecip,174.0,January,Tuesday,12
-6.85,0.74,NoPrecip,155.0,January,Tuesday,13
-6.85,0.74,NoPrecip,111.0,January,Tuesday,13
-6.85,0.73,NoPrecip,114.0,January,Tuesday,14
-6.85,0.73,NoPrecip,127.0,January,Tuesday,14
-12.61,0.73,NoPrecip,104.0,January,Tuesday,15
-8.26,0.74,NoPrecip,146.0,January,Tuesday,16
-8.97,0.8,NoPrecip,170.0,January,Tuesday,17
-9.99,0.85,NoPrecip,143.0,January,Tuesday,19
-9.99,0.85,NoPrecip,141.0,January,Tuesday,19
-14.0,0.93,NoPrecip,33.0,January,Wednesday,6
-14.0,0.93,NoPrecip,53.0,January,Wednesday,6
-14.0,0.85,NoPrecip,81.0,January,Wednesday,7
-14.97,0.84,NoPrecip,80.0,January,Wednesday,8
-14.97,0.84,NoPrecip,82.0,January,Wednesday,8
-14.97,0.84,NoPrecip,77.0,January,Wednesday,8
-14.0,0.87,NoPrecip,62.0,January,Wednesday,9
-16.37,0.89,NoPrecip,107.0,January,Wednesday,10
-16.37,0.89,NoPrecip,117.0,January,Wednesday,10
-14.99,0.79,NoPrecip,124.0,January,Wednesday,11
-14.99,0.79,NoPrecip,105.0,January,Wednesday,11
-13.58,0.77,NoPrecip,141.0,January,Wednesday,12
-13.58,0.77,NoPrecip,163.0,January,Wednesday,12
-11.98,0.67,NoPrecip,154.0,January,Wednesday,13
-11.88,0.67,NoPrecip,124.0,January,Wednesday,14
-11.88,0.67,NoPrecip,112.0,January,Wednesday,14
-11.88,0.67,NoPrecip,137.0,January,Wednesday,14
-10.99,0.67,NoPrecip,124.0,January,Wednesday,15
-10.99,0.67,NoPrecip,128.0,January,Wednesday,15
-10.69,0.62,NoPrecip,139.0,January,Wednesday,16
-11.29,0.67,NoPrecip,192.0,January,Wednesday,17
-11.29,0.67,NoPrecip,197.0,January,Wednesday,17
-11.29,0.67,NoPrecip,168.0,January,Wednesday,17
-13.41,0.79,NoPrecip,168.0,January,Wednesday,18
-13.21,0.81,NoPrecip,79.0,January,Wednesday,19
-13.21,0.81,NoPrecip,116.0,January,Wednesday,19
-13.21,0.81,NoPrecip,126.0,January,Wednesday,19
-13.82,0.82,NoPrecip,128.0,January,Wednesday,21
-14.79,0.82,NoPrecip,123.0,January,Wednesday,22
-14.79,0.82,NoPrecip,102.0,January,Wednesday,22
-14.6,0.72,NoPrecip,30.0,January,Thursday,7
-14.6,0.72,NoPrecip,74.0,January,Thursday,7
-14.6,0.72,NoPrecip,67.0,January,Thursday,7
-14.45,0.79,NoPrecip,57.0,January,Thursday,8
-14.61,0.79,NoPrecip,74.0,January,Thursday,9
-14.61,0.79,NoPrecip,62.0,January,Thursday,9
-14.61,0.79,NoPrecip,90.0,January,Thursday,9
-13.53,0.8,NoPrecip,94.0,January,Thursday,10
-13.53,0.8,NoPrecip,80.0,January,Thursday,10
-12.5,0.73,NoPrecip,83.0,January,Thursday,11
-11.21,0.73,NoPrecip,120.0,January,Thursday,12
-11.21,0.73,NoPrecip,147.0,January,Thursday,12
-11.21,0.73,NoPrecip,136.0,January,Thursday,12
-9.55,0.73,NoPrecip,151.0,January,Thursday,13
-9.55,0.73,NoPrecip,144.0,January,Thursday,13
-10.12,0.76,NoPrecip,149.0,January,Thursday,14
-10.12,0.76,NoPrecip,160.0,January,Thursday,14
-10.44,0.73,NoPrecip,109.0,January,Thursday,15
-10.44,0.73,NoPrecip,167.0,January,Thursday,15
-9.72,0.77,NoPrecip,179.0,January,Thursday,16
-9.48,0.77,NoPrecip,162.0,January,Thursday,17
-9.82,0.79,NoPrecip,152.0,January,Thursday,18
-9.82,0.79,NoPrecip,114.0,January,Thursday,18
-9.86,0.8,NoPrecip,101.0,January,Thursday,19
-9.86,0.8,NoPrecip,91.0,January,Thursday,19
-9.45,0.73,NoPrecip,93.0,January,Thursday,21
-10.52,0.82,NoPrecip,22.0,January,Friday,6
-9.57,0.79,NoPrecip,63.0,January,Friday,7
-9.48,0.79,NoPrecip,58.0,January,Friday,8
-9.48,0.79,NoPrecip,59.0,January,Friday,8
-9.04,0.76,NoPrecip,61.0,January,Friday,9
-9.04,0.76,NoPrecip,71.0,January,Friday,9
-7.26,0.68,NoPrecip,74.0,January,Friday,10
-7.26,0.68,NoPrecip,84.0,January,Friday,10
-7.26,0.68,NoPrecip,86.0,January,Friday,10
-6.92,0.7,NoPrecip,93.0,January,Friday,11
-5.35,0.62,NoPrecip,111.0,January,Friday,12
-5.35,0.62,NoPrecip,112.0,January,Friday,12
-4.87,0.64,NoPrecip,139.0,January,Friday,13
-3.05,0.6,NoPrecip,122.0,January,Friday,14
-3.05,0.6,NoPrecip,136.0,January,Friday,14
-3.26,0.69,NoPrecip,143.0,January,Friday,15
-3.26,0.69,NoPrecip,152.0,January,Friday,15
-3.95,0.66,NoPrecip,170.0,January,Friday,16
-3.95,0.66,NoPrecip,173.0,January,Friday,16
-4.0,0.72,NoPrecip,170.0,January,Friday,17
-4.0,0.72,NoPrecip,167.0,January,Friday,17
-5.09,0.74,NoPrecip,149.0,January,Friday,18
-5.09,0.74,NoPrecip,127.0,January,Friday,18
-5.23,0.72,NoPrecip,99.0,January,Friday,19
-2.36,0.78,NoPrecip,52.0,January,Saturday,9
-1.47,0.74,NoPrecip,54.0,January,Saturday,10
-1.47,0.74,NoPrecip,66.0,January,Saturday,10
-0.13,0.69,NoPrecip,71.0,January,Saturday,11
-0.13,0.69,NoPrecip,71.0,January,Saturday,11
1.25,0.65,NoPrecip,51.0,January,Saturday,12
1.25,0.65,NoPrecip,59.0,January,Saturday,12
0.95,0.7,NoPrecip,85.0,January,Saturday,13
0.95,0.7,NoPrecip,115.0,January,Saturday,13
0.9,0.7,rain,116.0,January,Saturday,14
0.9,0.7,rain,119.0,January,Saturday,14
0.9,0.7,rain,112.0,January,Saturday,14
1.7,0.67,NoPrecip,121.0,January,Saturday,15
1.32,0.7,NoPrecip,120.0,January,Saturday,16
0.66,0.75,NoPrecip,123.0,January,Saturday,17
0.66,0.75,NoPrecip,130.0,January,Saturday,17
1.0,0.8,NoPrecip,121.0,January,Saturday,18
-3.97,1.0,NoPrecip,43.0,January,Sunday,9
-1.0,0.93,NoPrecip,51.0,January,Sunday,10
-1.0,0.93,NoPrecip,52.0,January,Sunday,10
1.0,0.93,NoPrecip,58.0,January,Sunday,11
2.01,0.93,NoPrecip,47.0,January,Sunday,12
2.01,0.93,NoPrecip,62.0,January,Sunday,12
2.01,0.93,NoPrecip,53.0,January,Sunday,12
2.01,0.93,NoPrecip,58.0,January,Sunday,12
2.01,0.93,NoPrecip,64.0,January,Sunday,13
1.9,0.94,NoPrecip,79.0,January,Sunday,16
1.9,0.94,NoPrecip,81.0,January,Sunday,16
1.9,0.94,NoPrecip,79.0,January,Sunday,16
1.64,0.95,NoPrecip,77.0,January,Sunday,17
1.47,0.95,NoPrecip,81.0,January,Sunday,18
1.47,0.95,NoPrecip,85.0,January,Sunday,18
1.53,0.96,NoPrecip,80.0,January,Sunday,19
1.53,0.96,NoPrecip,69.0,January,Sunday,19
1.64,0.95,NoPrecip,53.0,January,Monday,6
2.01,0.93,NoPrecip,82.0,January,Monday,7
2.01,0.93,NoPrecip,104.0,January,Monday,7
2.01,0.93,NoPrecip,73.0,January,Monday,8
2.01,0.93,NoPrecip,73.0,January,Monday,8
0.58,1.0,NoPrecip,77.0,January,Monday,9
0.4,1.0,rain,121.0,January,Monday,10
0.4,1.0,rain,131.0,January,Monday,10
0.52,0.96,NoPrecip,126.0,January,Monday,11
1.27,0.93,NoPrecip,138.0,January,Monday,12
1.27,0.93,NoPrecip,159.0,January,Monday,12
1.86,1.0,NoPrecip,156.0,January,Monday,13
2.74,0.95,NoPrecip,165.0,January,Monday,14
2.28,1.0,NoPrecip,166.0,January,Monday,15
2.28,1.0,NoPrecip,161.0,January,Monday,15
3.54,0.93,NoPrecip,145.0,January,Monday,16
3.54,0.93,NoPrecip,150.0,January,Monday,16
2.75,1.0,NoPrecip,169.0,January,Monday,17
2.75,1.0,NoPrecip,176.0,January,Monday,17
2.8,1.0,NoPrecip,192.0,January,Monday,18
2.8,1.0,NoPrecip,186.0,January,Monday,18
2.64,0.93,rain,181.0,January,Monday,19
2.64,0.93,rain,176.0,January,Monday,19
2.27,0.93,rain,134.0,January,Monday,20
2.27,0.93,rain,138.0,January,Monday,20
2.82,1.0,rain,144.0,January,Monday,21
2.82,1.0,rain,154.0,January,Monday,21
4.02,1.0,rain,163.0,January,Monday,22
1.91,1.0,NoPrecip,24.0,January,Tuesday,6
-0.32,0.93,NoPrecip,44.0,January,Tuesday,7
-0.32,0.93,NoPrecip,67.0,January,Tuesday,7
-0.32,0.93,NoPrecip,72.0,January,Tuesday,7
0.7,0.93,NoPrecip,78.0,January,Tuesday,8
1.23,0.93,NoPrecip,93.0,January,Tuesday,9
1.23,0.93,NoPrecip,95.0,January,Tuesday,9
1.23,0.93,NoPrecip,113.0,January,Tuesday,9
0.73,0.9,NoPrecip,109.0,January,Tuesday,10
0.32,0.89,NoPrecip,130.0,January,Tuesday,11
0.32,0.89,NoPrecip,120.0,January,Tuesday,11
-0.31,0.84,NoPrecip,136.0,January,Tuesday,12
-0.31,0.84,NoPrecip,106.0,January,Tuesday,12
-0.39,0.9,NoPrecip,114.0,January,Tuesday,13
-0.71,0.93,rain,134.0,January,Tuesday,14
-0.71,0.93,rain,143.0,January,Tuesday,14
-0.58,0.93,NoPrecip,126.0,January,Tuesday,15
-0.58,0.93,NoPrecip,128.0,January,Tuesday,15
-0.58,0.93,NoPrecip,142.0,January,Tuesday,15
